strategy,avg_payoff,delta,lambda,kappa,sim,seed
MB,0.3774072199400567,0.6,0.2,0.4,776,44
MF,0.2426212638939528,0.6,0.2,0.4,776,44
IL,0.595014747154806,0.9,0.1,0.4,777,49
MB,0.5332606194467312,0.9,0.1,0.4,777,49
MF,0.06517704231030677,0.9,0.1,0.4,777,49
IL,0.5949189536233539,0.82,0.3,0.4,778,44
MB,0.5003660120616619,0.82,0.3,0.4,778,44
MF,0.13134438406622617,0.82,0.3,0.4,778,44
IL,0.5947814075597532,0.38,0.3,0.4,779,44
MB,0.039686469171167096,0.38,0.3,0.4,779,44
MF,0.21350209752363963,0.38,0.3,0.4,779,44
IL,0.5950909611325771,0.72,0.1,0.4,780,45
MB,0.6645678538094291,0.72,0.1,0.4,780,45
MF,0.2020983424965175,0.72,0.1,0.4,780,45
IL,0.5935863166815547,0.56,0.1,0.4,781,43
MB,0.44732534723679407,0.56,0.1,0.4,781,43
MF,0.24965424339552109,0.56,0.1,0.4,781,43
IL,0.5947134065377733,0.72,0.1,0.4,782,51
MB,0.2385084155851796,0.72,0.1,0.4,782,51
MF,0.07847814021936067,0.72,0.1,0.4,782,51
IL,0.5949602211700472,0.82,0.3,0.4,783,50
MB,0.48193457096379116,0.82,0.3,0.4,783,50
MF,0.11812184521966114,0.82,0.3,0.4,783,50
IL,0.5950025932600823,0.38,0.3,0.4,784,50
MB,0.24815401101560988,0.38,0.3,0.4,784,50
MF,0.327602854158324,0.38,0.3,0.4,784,50
IL,0.5953683831875038,0.06,0.2,0.4,785,46
MB,0.4266073365478631,0.06,0.2,0.4,785,46
MF,0.5887058025110006,0.06,0.2,0.4,785,46
IL,0.5954220379183611,0.34,0.1,0.4,786,45
MB,0.5827335665643273,0.34,0.1,0.4,786,45
MF,0.458258533735329,0.34,0.1,0.4,786,45
IL,0.5949761237416685,0.36,0.3,0.4,787,48
MB,0.3665920077596802,0.36,0.3,0.4,787,48
MF,0.43225870269492234,0.36,0.3,0.4,787,48
IL,0.5950148399308945,0.5,0.3,0.4,788,48
MB,0.4488559763632774,0.5,0.3,0.4,788,48
MF,0.36429183460784575,0.5,0.3,0.4,788,48
IL,0.5939902968597373,0.7,0.1,0.4,789,45
MB,0.45912662723908504,0.7,0.1,0.4,789,45
MF,0.15494662397542341,0.7,0.1,0.4,789,45
IL,0.5952462475103665,0.7,0.1,0.4,790,51
MB,0.48035704377810834,0.7,0.1,0.4,790,51
MF,0.1833186957679177,0.7,0.1,0.4,790,51
IL,0.5949993373310855,0.34,0.1,0.4,791,51
MB,0.5842280785713985,0.34,0.1,0.4,791,51
MF,0.45092285625950307,0.34,0.1,0.4,791,51
IL,0.5949664096712911,1.0,0.3,0.4,792,46
MB,0.5083121506356624,1.0,0.3,0.4,792,46
MF,0.02332815154097284,1.0,0.3,0.4,792,46
IL,0.5951621052356609,0.45,0.1,0.4,793,51
MB,0.4782777170493356,0.45,0.1,0.4,793,51
MF,0.3121819336454297,0.45,0.1,0.4,793,51
IL,0.5952337091819471,0.61,0.1,0.4,794,43
MB,0.6000308422614863,0.61,0.1,0.4,794,43
MF,0.292445441249497,0.61,0.1,0.4,794,43
IL,0.594974685968978,0.77,0.2,0.4,795,46
MB,0.6011016220835023,0.77,0.2,0.4,795,46
MF,0.17760406274406484,0.77,0.2,0.4,795,46
IL,0.5945917104321441,0.45,0.1,0.4,796,45
MB,0.46913534576919175,0.45,0.1,0.4,796,45
MF,0.3074567991820525,0.45,0.1,0.4,796,45
IL,0.5949487427888439,0.47,0.3,0.4,797,48
MB,0.4252599055944055,0.47,0.3,0.4,797,48
MF,0.3879949520781748,0.47,0.3,0.4,797,48
IL,0.595044613162735,0.91,0.3,0.4,798,42
MB,0.479200006513786,0.91,0.3,0.4,798,42
MF,0.06341524661760686,0.91,0.3,0.4,798,42
IL,0.5949808395433256,0.03,0.1,0.4,799,51
MB,0.663812385618969,0.03,0.1,0.4,799,51
MF,0.7419536837220426,0.03,0.1,0.4,799,51
IL,0.5950059308220337,0.49,0.3,0.4,800,50
MB,0.3472161187876894,0.49,0.3,0.4,800,50
MF,0.34051777986708265,0.49,0.3,0.4,800,50
IL,0.5947566329222153,0.49,0.3,0.4,801,44
MB,0.36128093004239065,0.49,0.3,0.4,801,44
MF,0.3461367977042346,0.49,0.3,0.4,801,44
IL,0.5950967088467088,0.01,0.3,0.4,802,48
MB,0.515700042600846,0.01,0.3,0.4,802,48
MF,0.8086732629317996,0.01,0.3,0.4,802,48
IL,0.5952562256926999,0.27,0.1,0.4,803,43
MB,0.45298230016665514,0.27,0.1,0.4,803,43
MF,0.40396415392890317,0.27,0.1,0.4,803,43
IL,0.5947239432969935,0.31,0.2,0.4,804,46
MB,0.21985097598283065,0.31,0.2,0.4,804,46
MF,0.29357899325746345,0.31,0.2,0.4,804,46
IL,0.5948608697968698,0.03,0.1,0.4,805,45
MB,0.6098348091595419,0.03,0.1,0.4,805,45
MF,0.6861157337239909,0.03,0.1,0.4,805,45
IL,0.5950335919281594,0.2,0.2,0.4,806,46
MB,0.39109234989640534,0.2,0.2,0.4,806,46
MF,0.46946777323422567,0.2,0.2,0.4,806,46
IL,0.5949583333439998,0.86,0.3,0.4,807,46
MB,0.5658866475489793,0.86,0.3,0.4,807,46
MF,0.11565445575522115,0.86,0.3,0.4,807,46
IL,0.5946701254510891,0.44,0.2,0.4,808,44
MB,0.424034887762028,0.44,0.2,0.4,808,44
MF,0.3569596583160272,0.44,0.2,0.4,808,44
IL,0.5949856574003911,0.76,0.1,0.4,809,47
MB,0.4405896288996744,0.76,0.1,0.4,809,47
MF,0.13018610770206746,0.76,0.1,0.4,809,47
IL,0.5948889679669777,0.44,0.2,0.4,810,50
MB,0.3785553713623011,0.44,0.2,0.4,810,50
MF,0.3330547116812253,0.44,0.2,0.4,810,50
IL,0.5953059326019953,0.26,0.2,0.4,811,42
MB,0.5450769063268346,0.26,0.2,0.4,811,42
MF,0.5572588304243955,0.26,0.2,0.4,811,42
IL,0.5950553746892941,0.02,0.2,0.4,812,44
MB,0.648314662613314,0.02,0.2,0.4,812,44
MF,0.8285165697913488,0.02,0.2,0.4,812,44
IL,0.5945386551827878,0.3,0.1,0.4,813,47
MB,0.14401605164916692,0.3,0.1,0.4,813,47
MF,0.18043140015510395,0.3,0.1,0.4,813,47
IL,0.5946876512778329,0.02,0.2,0.4,814,50
MB,0.5826464756431555,0.02,0.2,0.4,814,50
MF,0.7625852358449033,0.02,0.2,0.4,814,50
IL,0.5948287531288676,0.27,0.3,0.4,815,50
MB,0.19680054033413338,0.27,0.3,0.4,815,50
MF,0.3561221601973311,0.27,0.3,0.4,815,50
IL,0.5950427662902056,0.27,0.3,0.4,816,44
MB,0.3749948198245675,0.27,0.3,0.4,816,44
MF,0.5097684162529692,0.27,0.3,0.4,816,44
IL,0.5953617256922644,0.03,0.3,0.4,817,42
MB,0.4266605468609478,0.03,0.3,0.4,817,42
MF,0.6985123086256247,0.03,0.3,0.4,817,42
IL,0.5951565698864959,0.25,0.1,0.4,818,49
MB,0.5492195334934096,0.25,0.1,0.4,818,49
MF,0.4695563768079832,0.25,0.1,0.4,818,49
IL,0.5946757087010058,0.49,0.1,0.4,819,43
MB,0.3181710141749518,0.49,0.1,0.4,819,43
MF,0.21408644193177828,0.49,0.1,0.4,819,43
IL,0.5950212690839148,0.61,0.3,0.4,820,50
MB,0.46175494539767126,0.61,0.3,0.4,820,50
MF,0.29858092690858157,0.61,0.3,0.4,820,50
IL,0.5954846730697326,0.91,0.1,0.4,821,51
MB,0.625783604456509,0.91,0.1,0.4,821,51
MF,0.06781788725426562,0.91,0.1,0.4,821,51
IL,0.5951643449415466,0.19,0.2,0.4,822,46
MB,0.37326128376896095,0.19,0.2,0.4,822,46
MF,0.4697122231969275,0.19,0.2,0.4,822,46
IL,0.5953096953045669,0.91,0.1,0.4,823,45
MB,0.5918228858459081,0.91,0.1,0.4,823,45
MF,0.016092773384173538,0.91,0.1,0.4,823,45
IL,0.5955352496372406,0.63,0.1,0.4,824,49
MB,0.6598965259311393,0.63,0.1,0.4,824,49
MF,0.30028393778760903,0.63,0.1,0.4,824,49
IL,0.59472552080582,0.61,0.3,0.4,825,44
MB,0.23972599057866043,0.61,0.3,0.4,825,44
MF,0.20333413808755949,0.61,0.3,0.4,825,44
IL,0.5950439729425532,0.93,0.3,0.4,826,48
MB,0.5661094997477634,0.93,0.3,0.4,826,48
MF,0.06775356596589871,0.93,0.3,0.4,826,48
IL,0.5950389421003953,0.45,0.3,0.4,827,42
MB,0.4241847661868673,0.45,0.3,0.4,827,42
MF,0.3943909086571224,0.45,0.3,0.4,827,42
IL,0.59501697543806,0.29,0.3,0.4,828,48
MB,0.2835047839021869,0.29,0.3,0.4,828,48
MF,0.4029015579169972,0.29,0.3,0.4,828,48
IL,0.5950750715326055,0.48,0.2,0.4,829,42
MB,0.47704200459621354,0.48,0.2,0.4,829,42
MF,0.36052366748413467,0.48,0.2,0.4,829,42
IL,0.5954118843943375,0.24,0.2,0.4,830,48
MB,0.3865299953760804,0.24,0.2,0.4,830,48
MF,0.4623134456465412,0.24,0.2,0.4,830,48
IL,0.5949826622895493,0.14,0.3,0.4,831,46
MB,0.36508088002560496,0.14,0.3,0.4,831,46
MF,0.5651831321298724,0.14,0.3,0.4,831,46
IL,0.5949563137752492,0.52,0.3,0.4,832,46
MB,0.25652347812042053,0.52,0.3,0.4,832,46
MF,0.28114262058141865,0.52,0.3,0.4,832,46
IL,0.5949786203280147,0.62,0.2,0.4,833,48
MB,0.38616462191063117,0.62,0.2,0.4,833,48
MF,0.21820423998094984,0.62,0.2,0.4,833,48
IL,0.5953401578875201,0.18,0.1,0.4,834,47
MB,0.5286876114755557,0.18,0.1,0.4,834,47
MF,0.5290277547343206,0.18,0.1,0.4,834,47
IL,0.5952120744083661,0.23,0.3,0.4,835,46
MB,0.38502989023324674,0.23,0.3,0.4,835,46
MF,0.51745090527466,0.23,0.3,0.4,835,46
IL,0.5950370704505432,0.99,0.3,0.4,836,46
MB,0.5503560411868291,0.99,0.3,0.4,836,46
MF,0.006052137762983354,0.99,0.3,0.4,836,46
IL,0.5953731427592015,0.69,0.1,0.4,837,47
MB,0.5176256863826275,0.69,0.1,0.4,837,47
MF,0.1966290666866673,0.69,0.1,0.4,837,47
IL,0.5949825106254926,0.13,0.2,0.4,838,48
MB,0.40671186360120315,0.13,0.2,0.4,838,48
MF,0.5181184628503255,0.13,0.2,0.4,838,48
IL,0.5948024594006901,0.95,0.1,0.4,839,47
MB,0.6075364962685974,0.95,0.1,0.4,839,47
MF,0.023464389420349174,0.95,0.1,0.4,839,47
IL,0.594828211807468,0.55,0.2,0.4,840,48
MB,0.37075338939031277,0.55,0.2,0.4,840,48
MF,0.2688628552140038,0.55,0.2,0.4,840,48
IL,0.5953882228903105,0.83,0.2,0.4,841,42
MB,0.5096646835864546,0.83,0.2,0.4,841,42
MF,0.11081138781392194,0.83,0.2,0.4,841,42
IL,0.5951969316461853,0.39,0.2,0.4,842,42
MB,0.2641543879916521,0.39,0.2,0.4,842,42
MF,0.29663912039071627,0.39,0.2,0.4,842,42
IL,0.594833452342642,0.65,0.3,0.4,843,46
MB,0.30382338393279673,0.65,0.3,0.4,843,46
MF,0.20694581703578574,0.65,0.3,0.4,843,46
IL,0.5949034546047085,0.7,0.3,0.4,844,42
MB,0.45776447368697093,0.7,0.3,0.4,844,42
MF,0.22467320508761718,0.7,0.3,0.4,844,42
IL,0.5953086456904987,0.12,0.1,0.4,845,49
MB,0.5494209767779227,0.12,0.1,0.4,845,49
MF,0.5783107654659396,0.12,0.1,0.4,845,49
IL,0.5954731776712014,0.68,0.2,0.4,846,46
MB,0.5861835626134926,0.68,0.2,0.4,846,46
MF,0.2469779180211362,0.68,0.2,0.4,846,46
IL,0.5950258340224583,0.58,0.3,0.4,847,48
MB,0.4560536224950388,0.58,0.3,0.4,847,48
MF,0.3148637055863784,0.58,0.3,0.4,847,48
IL,0.5952969566175613,0.34,0.3,0.4,848,42
MB,0.4096586004084233,0.34,0.3,0.4,848,42
MF,0.4790033914237927,0.34,0.3,0.4,848,42
IL,0.5949479564684802,0.72,0.3,0.4,849,42
MB,0.4987055861341204,0.72,0.3,0.4,849,42
MF,0.23628717320233167,0.72,0.3,0.4,849,42
IL,0.5948230165630904,0.56,0.3,0.4,850,44
MB,0.28758172132081233,0.56,0.3,0.4,850,44
MF,0.26282568392056566,0.56,0.3,0.4,850,44
IL,0.5952593920976964,0.38,0.1,0.4,851,43
MB,0.5922182805305555,0.38,0.1,0.4,851,43
MF,0.43478193189728237,0.38,0.1,0.4,851,43
IL,0.5951164356962163,0.54,0.1,0.4,852,49
MB,0.42880521157149526,0.54,0.1,0.4,852,49
MF,0.23297592705197034,0.54,0.1,0.4,852,49
IL,0.5946189989651585,0.94,0.2,0.4,853,46
MB,0.28992047542172034,0.94,0.2,0.4,853,46
MF,0.02515731042909532,0.94,0.2,0.4,853,46
IL,0.5950646462175595,0.82,0.1,0.4,854,43
MB,0.4068512617822564,0.82,0.1,0.4,854,43
MF,0.09370787964562932,0.82,0.1,0.4,854,43
IL,0.5947940556687248,0.56,0.3,0.4,855,50
MB,0.3690937885808184,0.56,0.3,0.4,855,50
MF,0.2819839145246812,0.56,0.3,0.4,855,50
IL,0.5949743958140733,0.56,0.3,0.4,856,51
MB,0.503081803605345,0.56,0.3,0.4,856,51
MF,0.34799810694863875,0.56,0.3,0.4,856,51
IL,0.5950018078906056,0.82,0.1,0.4,857,42
MB,0.6393080242513655,0.82,0.1,0.4,857,42
MF,0.13470499590536741,0.82,0.1,0.4,857,42
IL,0.5950298306256826,0.54,0.1,0.4,858,48
MB,0.5841813909073288,0.54,0.1,0.4,858,48
MF,0.3149082041083214,0.54,0.1,0.4,858,48
IL,0.595067094441725,0.94,0.2,0.4,859,47
MB,0.5514097228056449,0.94,0.2,0.4,859,47
MF,0.0360071166366607,0.94,0.2,0.4,859,47
IL,0.5946797139004877,0.38,0.1,0.4,860,42
MB,0.3970911648947672,0.38,0.1,0.4,860,42
MF,0.3238243080163492,0.38,0.1,0.4,860,42
IL,0.5949454292679619,0.56,0.3,0.4,861,45
MB,0.3885014169725946,0.56,0.3,0.4,861,45
MF,0.3050374715928884,0.56,0.3,0.4,861,45
IL,0.5950198853377181,0.72,0.3,0.4,862,43
MB,0.4927435404830661,0.72,0.3,0.4,862,43
MF,0.2184948704988169,0.72,0.3,0.4,862,43
IL,0.5949694648361189,0.7,0.3,0.4,863,43
MB,0.5630102013735275,0.7,0.3,0.4,863,43
MF,0.24407566223456229,0.7,0.3,0.4,863,43
IL,0.5952094159284296,0.34,0.3,0.4,864,43
MB,0.5142241354464179,0.34,0.3,0.4,864,43
MF,0.5313802223334337,0.34,0.3,0.4,864,43
IL,0.5950053044962709,0.58,0.3,0.4,865,49
MB,0.5163541031538247,0.58,0.3,0.4,865,49
MF,0.33710562326289084,0.58,0.3,0.4,865,49
IL,0.5950302743337375,0.68,0.2,0.4,866,47
MB,0.4918648735809132,0.68,0.2,0.4,866,47
MF,0.22647540995104687,0.68,0.2,0.4,866,47
IL,0.5952474933613701,0.12,0.1,0.4,867,48
MB,0.43630795899833347,0.12,0.1,0.4,867,48
MF,0.463568154851531,0.12,0.1,0.4,867,48
IL,0.5950662781678752,0.65,0.3,0.4,868,47
MB,0.6218913194660666,0.65,0.3,0.4,868,47
MF,0.32869607797087674,0.65,0.3,0.4,868,47
IL,0.5948573966865791,0.39,0.2,0.4,869,43
MB,0.4224712507284451,0.39,0.2,0.4,869,43
MF,0.37704183158934845,0.39,0.2,0.4,869,43
IL,0.5948573471185931,0.83,0.2,0.4,870,43
MB,0.48275552539985594,0.83,0.2,0.4,870,43
MF,0.10407644372254296,0.83,0.2,0.4,870,43
IL,0.5951941324487815,0.95,0.1,0.4,871,46
MB,0.7586410691468575,0.95,0.1,0.4,871,46
MF,0.06769574230931037,0.95,0.1,0.4,871,46
IL,0.5952110111055621,0.55,0.2,0.4,872,49
MB,0.6261596887405254,0.55,0.2,0.4,872,49
MF,0.3646686901917648,0.55,0.2,0.4,872,49
IL,0.5950848669014627,0.13,0.2,0.4,873,49
MB,0.4800845692506762,0.13,0.2,0.4,873,49
MF,0.5941033220222048,0.13,0.2,0.4,873,49
IL,0.5948047983698448,0.69,0.1,0.4,874,46
MB,0.42983461083740876,0.69,0.1,0.4,874,46
MF,0.15899722767046573,0.69,0.1,0.4,874,46
IL,0.5952466925947921,0.99,0.3,0.4,875,47
MB,0.5452509522920754,0.99,0.3,0.4,875,47
MF,-0.002742093396799279,0.99,0.3,0.4,875,47
IL,0.5948079071688935,0.23,0.3,0.4,876,47
MB,0.09902223639488539,0.23,0.3,0.4,876,47
MF,0.2976972837229344,0.23,0.3,0.4,876,47
IL,0.5957768211178538,0.18,0.1,0.4,877,46
MB,0.6463171293401557,0.18,0.1,0.4,877,46
MF,0.6127522406237089,0.18,0.1,0.4,877,46
IL,0.5954508612524091,0.62,0.2,0.4,878,49
MB,0.5479226855633067,0.62,0.2,0.4,878,49
MF,0.269770930289642,0.62,0.2,0.4,878,49
IL,0.5950999869160674,0.52,0.3,0.4,879,47
MB,0.48864706938512625,0.52,0.3,0.4,879,47
MF,0.3751386519827361,0.52,0.3,0.4,879,47
IL,0.5952892111253527,0.14,0.3,0.4,880,47
MB,0.4277347193645184,0.14,0.3,0.4,880,47
MF,0.6358837974440604,0.14,0.3,0.4,880,47
IL,0.5952651418941761,0.24,0.2,0.4,881,49
MB,0.4337075233225538,0.24,0.2,0.4,881,49
MF,0.49085242373981325,0.24,0.2,0.4,881,49
IL,0.5942233999678812,0.48,0.2,0.4,882,43
MB,0.18555167044857312,0.48,0.2,0.4,882,43
MF,0.20469923231075055,0.48,0.2,0.4,882,43
IL,0.595238095408331,0.29,0.3,0.4,883,49
MB,0.3988350730102912,0.29,0.3,0.4,883,49
MF,0.5065296581222862,0.29,0.3,0.4,883,49
IL,0.5948255563467365,0.45,0.3,0.4,884,43
MB,0.22438283578512982,0.45,0.3,0.4,884,43
MF,0.2764348974907136,0.45,0.3,0.4,884,43
IL,0.5952086586129658,0.93,0.3,0.4,885,49
MB,0.6295663606488553,0.93,0.3,0.4,885,49
MF,0.030026156892886572,0.93,0.3,0.4,885,49
IL,0.594933829713893,0.61,0.3,0.4,886,45
MB,0.45703629080385044,0.61,0.3,0.4,886,45
MF,0.2778525419258442,0.61,0.3,0.4,886,45
IL,0.5944972050029725,0.63,0.1,0.4,887,48
MB,0.35512464407601485,0.63,0.1,0.4,887,48
MF,0.1713048594066794,0.63,0.1,0.4,887,48
IL,0.5949201048628426,0.91,0.1,0.4,888,44
MB,0.3833961131874294,0.91,0.1,0.4,888,44
MF,0.060624970950788844,0.91,0.1,0.4,888,44
IL,0.595365232322052,0.19,0.2,0.4,889,47
MB,0.4894573734143712,0.19,0.2,0.4,889,47
MF,0.5620835304648465,0.19,0.2,0.4,889,47
IL,0.5951890336451482,0.91,0.1,0.4,890,50
MB,0.5222877515377234,0.91,0.1,0.4,890,50
MF,0.05854900281521025,0.91,0.1,0.4,890,50
IL,0.5949533362704286,0.61,0.3,0.4,891,51
MB,0.3840883034900403,0.61,0.3,0.4,891,51
MF,0.26690879101289106,0.61,0.3,0.4,891,51
IL,0.594657340306439,0.49,0.1,0.4,892,42
MB,0.3662333015532474,0.49,0.1,0.4,892,42
MF,0.23864534824795072,0.49,0.1,0.4,892,42
IL,0.595139664420227,0.25,0.1,0.4,893,48
MB,0.4910708000339247,0.25,0.1,0.4,893,48
MF,0.45097757205916666,0.25,0.1,0.4,893,48
IL,0.5954347570422727,0.03,0.3,0.4,894,43
MB,0.44539201735078515,0.03,0.3,0.4,894,43
MF,0.7197915283290246,0.03,0.3,0.4,894,43
IL,0.5948001195502338,0.27,0.3,0.4,895,45
MB,0.0018183205152477644,0.27,0.3,0.4,895,45
MF,0.21412954900242284,0.27,0.3,0.4,895,45
IL,0.5950723084572909,0.27,0.3,0.4,896,51
MB,0.24103743610182624,0.27,0.3,0.4,896,51
MF,0.3820523402460068,0.27,0.3,0.4,896,51
IL,0.5951715074788233,0.02,0.2,0.4,897,51
MB,0.5354967798835004,0.02,0.2,0.4,897,51
MF,0.7186921298275677,0.02,0.2,0.4,897,51
IL,0.5946106182572634,0.02,0.2,0.4,898,45
MB,0.6338196059684857,0.02,0.2,0.4,898,45
MF,0.8183796079047964,0.02,0.2,0.4,898,45
IL,0.5949447636369312,0.26,0.2,0.4,899,43
MB,0.44043040905357267,0.26,0.2,0.4,899,43
MF,0.4655108656547144,0.26,0.2,0.4,899,43
IL,0.5950778795535286,0.3,0.1,0.4,900,46
MB,0.5242031146199212,0.3,0.1,0.4,900,46
MF,0.43899088684576654,0.3,0.1,0.4,900,46
IL,0.5951098100280693,0.44,0.2,0.4,901,51
MB,0.49689932864340336,0.44,0.2,0.4,901,51
MF,0.38699922319426067,0.44,0.2,0.4,901,51
IL,0.5937250069079856,0.76,0.1,0.4,902,46
MB,0.6826193827050211,0.76,0.1,0.4,902,46
MF,0.2069013752687222,0.76,0.1,0.4,902,46
IL,0.594851573848698,0.44,0.2,0.4,903,45
MB,0.3628921286006417,0.44,0.2,0.4,903,45
MF,0.3067313143146366,0.44,0.2,0.4,903,45
IL,0.5949195781984689,0.86,0.3,0.4,904,47
MB,0.509694168842734,0.86,0.3,0.4,904,47
MF,0.108381298394939,0.86,0.3,0.4,904,47
IL,0.5949563751061281,0.03,0.1,0.4,905,44
MB,0.7033077618152106,0.03,0.1,0.4,905,44
MF,0.775863712914551,0.03,0.1,0.4,905,44
IL,0.5949719936302791,0.31,0.2,0.4,906,47
MB,0.5176329886784982,0.31,0.2,0.4,906,47
MF,0.49713763198183697,0.31,0.2,0.4,906,47
IL,0.5950987628158048,0.27,0.1,0.4,907,42
MB,0.30990188084864345,0.27,0.1,0.4,907,42
MF,0.28923034739523784,0.27,0.1,0.4,907,42
IL,0.5951694842464038,0.01,0.3,0.4,908,49
MB,0.4375498311578462,0.01,0.3,0.4,908,49
MF,0.7199804268066642,0.01,0.3,0.4,908,49
IL,0.5950443712252557,0.49,0.3,0.4,909,45
MB,0.4164064106551931,0.49,0.3,0.4,909,45
MF,0.36418976751790394,0.49,0.3,0.4,909,45
IL,0.5952641610840855,0.2,0.2,0.4,910,47
MB,0.3793968568693089,0.2,0.2,0.4,910,47
MF,0.47702075634126695,0.2,0.2,0.4,910,47
IL,0.5950548393561277,0.49,0.3,0.4,911,51
MB,0.3962137014621124,0.49,0.3,0.4,911,51
MF,0.3473300729215909,0.49,0.3,0.4,911,51
IL,0.593921577347515,0.03,0.1,0.4,912,50
MB,0.621693090992115,0.03,0.1,0.4,912,50
MF,0.699449594819548,0.03,0.1,0.4,912,50
IL,0.595023101555631,0.91,0.3,0.4,913,43
MB,0.4800178962127182,0.91,0.3,0.4,913,43
MF,0.08672994340849073,0.91,0.3,0.4,913,43
IL,0.5950132771992229,0.47,0.3,0.4,914,49
MB,0.39675061925361127,0.47,0.3,0.4,914,49
MF,0.358366824369017,0.47,0.3,0.4,914,49
IL,0.5948659867246613,0.45,0.1,0.4,915,44
MB,0.47919078448807195,0.45,0.1,0.4,915,44
MF,0.30579526832021414,0.45,0.1,0.4,915,44
IL,0.5949593266928324,0.77,0.2,0.4,916,47
MB,0.4858876887629216,0.77,0.2,0.4,916,47
MF,0.15413057457929216,0.77,0.2,0.4,916,47
IL,0.5949150624543419,0.61,0.1,0.4,917,42
MB,0.39008330475048786,0.61,0.1,0.4,917,42
MF,0.19111931830134737,0.61,0.1,0.4,917,42
IL,0.5947895336999788,0.45,0.1,0.4,918,50
MB,0.48241153322048375,0.45,0.1,0.4,918,50
MF,0.3151898076428396,0.45,0.1,0.4,918,50
IL,0.5950129739939881,1.0,0.3,0.4,919,47
MB,0.590113999847219,1.0,0.3,0.4,919,47
MF,0.006606434676434677,1.0,0.3,0.4,919,47
IL,0.5952679438497902,0.7,0.1,0.4,920,50
MB,0.6493977169882069,0.7,0.1,0.4,920,50
MF,0.19467638638578524,0.7,0.1,0.4,920,50
IL,0.5944380450320443,0.34,0.1,0.4,921,50
MB,0.3923658201161551,0.34,0.1,0.4,921,50
MF,0.3150495749237863,0.34,0.1,0.4,921,50
IL,0.5950705674527832,0.36,0.3,0.4,922,49
MB,0.2892347799843283,0.36,0.3,0.4,922,49
MF,0.3784815015693833,0.36,0.3,0.4,922,49
IL,0.595445420843506,0.34,0.1,0.4,923,44
MB,0.5357906781097893,0.34,0.1,0.4,923,44
MF,0.4166201983212454,0.34,0.1,0.4,923,44
IL,0.5947192580800991,0.06,0.2,0.4,924,47
MB,0.4685728909273763,0.06,0.2,0.4,924,47
MF,0.6248975315361494,0.06,0.2,0.4,924,47
IL,0.5952069799939019,0.7,0.1,0.4,925,44
MB,0.49746797040506546,0.7,0.1,0.4,925,44
MF,0.1622391011679451,0.7,0.1,0.4,925,44
IL,0.5950509639540831,0.5,0.3,0.4,926,49
MB,0.5252142369699144,0.5,0.3,0.4,926,49
MF,0.44079947419655247,0.5,0.3,0.4,926,49
IL,0.5949741317098434,0.38,0.3,0.4,927,51
MB,0.30193328407213693,0.38,0.3,0.4,927,51
MF,0.3723965117669085,0.38,0.3,0.4,927,51
IL,0.5951184837112834,0.82,0.3,0.4,928,51
MB,0.5359921410601834,0.82,0.3,0.4,928,51
MF,0.1371862747797176,0.82,0.3,0.4,928,51
IL,0.5950495736726055,0.72,0.1,0.4,929,50
MB,0.4684267563013801,0.72,0.1,0.4,929,50
MF,0.1798983353384176,0.72,0.1,0.4,929,50
IL,0.5951313901952544,0.9,0.1,0.4,930,48
MB,0.6060606151042128,0.9,0.1,0.4,930,48
MF,0.0542728295860673,0.9,0.1,0.4,930,48
IL,0.5954047345241659,0.56,0.1,0.4,931,42
MB,0.6725039592996187,0.56,0.1,0.4,931,42
MF,0.3585060815217746,0.56,0.1,0.4,931,42
IL,0.5951481905196576,0.72,0.1,0.4,932,44
MB,0.46419411888811335,0.72,0.1,0.4,932,44
MF,0.15082249455787428,0.72,0.1,0.4,932,44
IL,0.5949531257807705,0.38,0.3,0.4,933,45
MB,0.1988988962577515,0.38,0.3,0.4,933,45
MF,0.3132085308215484,0.38,0.3,0.4,933,45
IL,0.5950313896160864,0.82,0.3,0.4,934,45
MB,0.56523888335374,0.82,0.3,0.4,934,45
MF,0.16771555497600096,0.82,0.3,0.4,934,45
IL,0.5954880397863513,0.11,0.2,0.4,935,43
MB,0.5511180086870929,0.11,0.2,0.4,935,43
MF,0.6640207685051427,0.11,0.2,0.4,935,43
IL,0.5934634667165335,0.07,0.1,0.4,936,46
MB,0.39385890845913246,0.07,0.1,0.4,936,46
MF,0.4688449861405529,0.07,0.1,0.4,936,46
IL,0.5952202756000267,0.35,0.2,0.4,937,45
MB,0.42858313135138376,0.35,0.2,0.4,937,45
MF,0.3991607142337819,0.35,0.2,0.4,937,45
IL,0.5950446921970903,0.6,0.2,0.4,938,45
MB,0.5159683447956376,0.6,0.2,0.4,938,45
MF,0.29332812401921826,0.6,0.2,0.4,938,45
IL,0.5953665908063005,0.6,0.2,0.4,939,51
MB,0.5958643488782196,0.6,0.2,0.4,939,51
MF,0.30327674115236,0.6,0.2,0.4,939,51
IL,0.5950149267666733,0.35,0.2,0.4,940,51
MB,0.4232576596804528,0.35,0.2,0.4,940,51
MF,0.4016883075165361,0.35,0.2,0.4,940,51
IL,0.5950770089212623,0.8,0.2,0.4,941,49
MB,0.30844596174089833,0.8,0.2,0.4,941,49
MF,0.10564310834422155,0.8,0.2,0.4,941,49
IL,0.5952607123145888,0.57,0.2,0.4,942,43
MB,0.5243840837255683,0.57,0.2,0.4,942,43
MF,0.3150373469182139,0.57,0.2,0.4,942,43
