strategy,avg_payoff,delta,lambda,kappa,sim,seed
MF,0.3107119971881793,0.58,0.3,0.4,2203,51
IL,0.5929687053917994,0.12,0.1,0.4,2204,50
MB,0.17472524135225204,0.12,0.1,0.4,2204,50
MF,0.24200855061812981,0.12,0.1,0.4,2204,50
IL,0.5950096370071482,0.55,0.2,0.4,2205,51
MB,0.48214826647031817,0.55,0.2,0.4,2205,51
MF,0.30240152119833896,0.55,0.2,0.4,2205,51
IL,0.5948815986392572,0.55,0.2,0.4,2206,45
MB,0.3799627951500161,0.55,0.2,0.4,2206,45
MF,0.2635357508472872,0.55,0.2,0.4,2206,45
IL,0.5955361412993012,0.67,0.1,0.4,2207,46
MB,0.4858061094351866,0.67,0.1,0.4,2207,46
MF,0.18875953588723476,0.67,0.1,0.4,2207,46
IL,0.5952181810812848,0.71,0.2,0.4,2208,43
MB,0.38345364102027424,0.71,0.2,0.4,2208,43
MF,0.18112168382374322,0.71,0.2,0.4,2208,43
IL,0.5951124129425271,0.97,0.3,0.4,2209,47
MB,0.5961248776609279,0.97,0.3,0.4,2209,47
MF,0.03858423406769463,0.97,0.3,0.4,2209,47
IL,0.5949525210493493,0.13,0.2,0.4,2210,51
MB,0.350714457082227,0.13,0.2,0.4,2210,51
MF,0.46622392298288895,0.13,0.2,0.4,2210,51
IL,0.594872468640154,0.4,0.2,0.4,2211,43
MB,0.32104143489224757,0.4,0.2,0.4,2211,43
MF,0.31529660802950255,0.4,0.2,0.4,2211,43
IL,0.5948814467534977,0.13,0.2,0.4,2212,45
MB,0.36819022938817925,0.13,0.2,0.4,2212,45
MF,0.4905970584009212,0.13,0.2,0.4,2212,45
IL,0.5949398588631448,0.21,0.1,0.4,2213,46
MB,0.47893555198009463,0.21,0.1,0.4,2213,46
MF,0.4423141478826678,0.21,0.1,0.4,2213,46
IL,0.5953693388139483,0.37,0.2,0.4,2214,43
MB,0.4474861590857974,0.37,0.2,0.4,2214,43
MF,0.4228579664106333,0.37,0.2,0.4,2214,43
IL,0.5951090237756802,0.46,0.2,0.4,2215,43
MB,0.40526365314427126,0.46,0.2,0.4,2215,43
MF,0.3243644122882335,0.46,0.2,0.4,2215,43
IL,0.595041121519652,0.62,0.2,0.4,2216,45
MB,0.4936039505910725,0.62,0.2,0.4,2216,45
MF,0.27124343811066254,0.62,0.2,0.4,2216,45
IL,0.5949580243520788,0.62,0.2,0.4,2217,51
MB,0.427346434024846,0.62,0.2,0.4,2217,51
MF,0.2573451756067835,0.62,0.2,0.4,2217,51
IL,0.5947655275034828,0.24,0.2,0.4,2218,45
MB,0.4188442110145932,0.24,0.2,0.4,2218,45
MF,0.4590601952233442,0.24,0.2,0.4,2218,45
IL,0.5954078899832893,0.16,0.1,0.4,2219,46
MB,0.5036490714818667,0.16,0.1,0.4,2219,46
MF,0.5094861809766577,0.16,0.1,0.4,2219,46
IL,0.5950481935461377,0.24,0.2,0.4,2220,51
MB,0.4181793511036608,0.24,0.2,0.4,2220,51
MF,0.4799321012680773,0.24,0.2,0.4,2220,51
IL,0.5949884701228532,0.29,0.3,0.4,2221,51
MB,0.2855849642319904,0.29,0.3,0.4,2221,51
MF,0.41553789303651273,0.29,0.3,0.4,2221,51
IL,0.5951777965192099,0.93,0.3,0.4,2222,51
MB,0.5522699627737933,0.93,0.3,0.4,2222,51
MF,0.09657583532077799,0.93,0.3,0.4,2222,51
IL,0.5954080238960712,0.63,0.1,0.4,2223,50
MB,0.5965587096372835,0.63,0.1,0.4,2223,50
MF,0.254028699695886,0.63,0.1,0.4,2223,50
IL,0.5952925383622228,0.47,0.1,0.4,2224,42
MB,0.48156509355046373,0.47,0.1,0.4,2224,42
MF,0.3042551467955195,0.47,0.1,0.4,2224,42
IL,0.59451924579275,0.91,0.1,0.4,2225,48
MB,0.39255415345197503,0.91,0.1,0.4,2225,48
MF,0.028559714787705845,0.91,0.1,0.4,2225,48
IL,0.5951802888413333,0.51,0.2,0.4,2226,47
MB,0.4578332610323182,0.51,0.2,0.4,2226,47
MF,0.31835768535114384,0.51,0.2,0.4,2226,47
IL,0.595131307830563,0.63,0.1,0.4,2227,44
MB,0.5830152897761914,0.63,0.1,0.4,2227,44
MF,0.26041855133270786,0.63,0.1,0.4,2227,44
IL,0.5949173185001225,0.29,0.3,0.4,2228,45
MB,0.2997057678611308,0.29,0.3,0.4,2228,45
MF,0.40672673819665567,0.29,0.3,0.4,2228,45
IL,0.5951531326302126,0.61,0.3,0.4,2229,49
MB,0.4975093357434875,0.61,0.3,0.4,2229,49
MF,0.31102107139790663,0.61,0.3,0.4,2229,49
IL,0.5950929145403193,0.93,0.3,0.4,2230,45
MB,0.4149466466045084,0.93,0.3,0.4,2230,45
MF,0.06655839584906137,0.93,0.3,0.4,2230,45
IL,0.594800622558676,0.25,0.1,0.4,2231,50
MB,0.4191088170339484,0.25,0.1,0.4,2231,50
MF,0.390514989345216,0.25,0.1,0.4,2231,50
IL,0.5947107057838997,0.27,0.3,0.4,2232,49
MB,0.27432749074226465,0.27,0.3,0.4,2232,49
MF,0.41289323545292017,0.27,0.3,0.4,2232,49
IL,0.5952349168437341,0.01,0.1,0.4,2233,42
MB,0.8417315870966673,0.01,0.1,0.4,2233,42
MF,0.9344499787227672,0.01,0.1,0.4,2233,42
IL,0.5951221623825389,0.17,0.2,0.4,2234,47
MB,0.4390424619443313,0.17,0.2,0.4,2234,47
MF,0.5216922083687437,0.17,0.2,0.4,2234,47
IL,0.5938083296514668,0.25,0.1,0.4,2235,44
MB,0.15128951381642172,0.25,0.1,0.4,2235,44
MF,0.19089657635128054,0.25,0.1,0.4,2235,44
IL,0.5948007692503574,0.02,0.2,0.4,2236,49
MB,0.6367356393801293,0.02,0.2,0.4,2236,49
MF,0.8201307971003292,0.02,0.2,0.4,2236,49
IL,0.594885413999803,0.78,0.1,0.4,2237,46
MB,0.5548990397021026,0.78,0.1,0.4,2237,46
MF,0.13142421814578337,0.78,0.1,0.4,2237,46
IL,0.5951382186210843,0.88,0.3,0.4,2238,47
MB,0.5703120148795703,0.88,0.3,0.4,2238,47
MF,0.11425417103657824,0.88,0.3,0.4,2238,47
IL,0.5951865045661848,0.32,0.3,0.4,2239,47
MB,0.39534953448515525,0.32,0.3,0.4,2239,47
MF,0.4833716608157738,0.32,0.3,0.4,2239,47
IL,0.5952631803098825,0.1,0.3,0.4,2240,47
MB,0.3038437854312573,0.1,0.3,0.4,2240,47
MF,0.5333023404730854,0.1,0.3,0.4,2240,47
IL,0.5952895821358872,0.74,0.3,0.4,2241,47
MB,0.4596327751496584,0.74,0.3,0.4,2241,47
MF,0.2259455240874332,0.74,0.3,0.4,2241,47
IL,0.5951596405524614,0.28,0.2,0.4,2242,43
MB,0.2925522454886749,0.28,0.2,0.4,2242,43
MF,0.3588444480035668,0.28,0.2,0.4,2242,43
IL,0.5950079501515774,0.92,0.2,0.4,2243,43
MB,0.5910299629824922,0.92,0.2,0.4,2243,43
MF,0.07824279398826495,0.92,0.2,0.4,2243,43
IL,0.5949663344311726,0.44,0.2,0.4,2244,49
MB,0.4519273301624976,0.44,0.2,0.4,2244,49
MF,0.3652438135437152,0.44,0.2,0.4,2244,49
IL,0.5952752290208324,0.84,0.1,0.4,2245,46
MB,0.736398631560337,0.84,0.1,0.4,2245,46
MF,0.10114448857536905,0.84,0.1,0.4,2245,46
IL,0.5923039050759258,0.01,0.3,0.4,2246,51
MB,0.39443747589012285,0.01,0.3,0.4,2246,51
MF,0.6765250771254762,0.01,0.3,0.4,2246,51
IL,0.5949592187193611,0.01,0.3,0.4,2247,45
MB,0.5934004153653364,0.01,0.3,0.4,2247,45
MF,0.8836723220776257,0.01,0.3,0.4,2247,45
IL,0.5951585837492779,0.25,0.3,0.4,2248,43
MB,0.3584273366716276,0.25,0.3,0.4,2248,43
MF,0.4982180276094286,0.25,0.3,0.4,2248,43
IL,0.5946344500344242,0.49,0.3,0.4,2249,49
MB,0.22044156064928244,0.49,0.3,0.4,2249,49
MF,0.2671542183791671,0.49,0.3,0.4,2249,49
IL,0.5953327230252171,0.79,0.2,0.4,2250,47
MB,0.6149511519334383,0.79,0.2,0.4,2250,47
MF,0.16287128500670298,0.79,0.2,0.4,2250,47
IL,0.5946323768334326,0.03,0.1,0.4,2251,48
MB,0.6696809862559052,0.03,0.1,0.4,2251,48
MF,0.7475127469372838,0.03,0.1,0.4,2251,48
IL,0.5949939786703217,0.47,0.3,0.4,2252,51
MB,0.4584265203276878,0.47,0.3,0.4,2252,51
MF,0.40985247538113373,0.47,0.3,0.4,2252,51
IL,0.5952093664184259,0.93,0.1,0.4,2253,42
MB,0.7193098865537629,0.93,0.1,0.4,2253,42
MF,0.07303420464889859,0.93,0.1,0.4,2253,42
IL,0.5952405884051236,0.85,0.2,0.4,2254,47
MB,0.4614769650943668,0.85,0.2,0.4,2254,47
MF,0.07219681752226052,0.85,0.2,0.4,2254,47
IL,0.5953212687393902,0.45,0.1,0.4,2255,48
MB,0.5731630504705418,0.45,0.1,0.4,2255,48
MF,0.3758545924711545,0.45,0.1,0.4,2255,48
IL,0.5947087378694689,0.29,0.1,0.4,2256,42
MB,0.5618730625248607,0.29,0.1,0.4,2256,42
MF,0.4716437993837847,0.29,0.1,0.4,2256,42
IL,0.5950856127974119,0.47,0.3,0.4,2257,45
MB,0.3791996634137755,0.47,0.3,0.4,2257,45
MF,0.35977494770706475,0.47,0.3,0.4,2257,45
IL,0.5948770909012855,0.63,0.3,0.4,2258,43
MB,0.3630192195783221,0.63,0.3,0.4,2258,43
MF,0.23668133286422188,0.63,0.3,0.4,2258,43
IL,0.5945216546187391,0.58,0.1,0.4,2259,42
MB,0.4191178052942977,0.58,0.1,0.4,2259,42
MF,0.21024339056613775,0.58,0.1,0.4,2259,42
IL,0.5949719342014351,0.34,0.1,0.4,2260,48
MB,0.5724501571777811,0.34,0.1,0.4,2260,48
MF,0.4409139809300945,0.34,0.1,0.4,2260,48
IL,0.5951486038814179,0.12,0.3,0.4,2261,43
MB,0.28107366127147704,0.12,0.3,0.4,2261,43
MF,0.4855970816753682,0.12,0.3,0.4,2261,43
IL,0.5953306576914552,0.36,0.3,0.4,2262,45
MB,0.4812103381715635,0.36,0.3,0.4,2262,45
MF,0.5080703037074448,0.36,0.3,0.4,2262,45
IL,0.5950269997840205,0.5,0.3,0.4,2263,45
MB,0.5617014490585654,0.5,0.3,0.4,2263,45
MF,0.43823965414563226,0.5,0.3,0.4,2263,45
IL,0.5949519015014395,0.7,0.1,0.4,2264,48
MB,0.5292747068241878,0.7,0.1,0.4,2264,48
MF,0.1683221071982359,0.7,0.1,0.4,2264,48
IL,0.5948554965096893,0.5,0.3,0.4,2265,51
MB,0.4114771014399522,0.5,0.3,0.4,2265,51
MF,0.3668478781868292,0.5,0.3,0.4,2265,51
IL,0.5949389529997233,0.36,0.3,0.4,2266,51
MB,0.32969256822608395,0.36,0.3,0.4,2266,51
MF,0.41370067022667883,0.36,0.3,0.4,2266,51
IL,0.5951178083086174,0.9,0.1,0.4,2267,44
MB,0.6188674463409598,0.9,0.1,0.4,2267,44
MF,0.07377798434623511,0.9,0.1,0.4,2267,44
IL,0.5945818598232598,0.38,0.3,0.4,2268,49
MB,0.1417297733809716,0.38,0.3,0.4,2268,49
MF,0.28914281970459915,0.38,0.3,0.4,2268,49
IL,0.5950318896905399,0.54,0.3,0.4,2269,43
MB,0.3432350173894117,0.54,0.3,0.4,2269,43
MF,0.29112946156499003,0.54,0.3,0.4,2269,43
IL,0.5951175367346814,0.82,0.3,0.4,2270,49
MB,0.44007686806325047,0.82,0.3,0.4,2270,49
MF,0.14426615295649237,0.82,0.3,0.4,2270,49
IL,0.5953691421524796,0.72,0.1,0.4,2271,48
MB,0.6446506532969326,0.72,0.1,0.4,2271,48
MF,0.18867929344359644,0.72,0.1,0.4,2271,48
IL,0.5950632297968375,0.08,0.2,0.4,2272,47
MB,0.502931937300404,0.08,0.2,0.4,2272,47
MF,0.661535759255518,0.08,0.2,0.4,2272,47
IL,0.5949086769417002,0.9,0.1,0.4,2273,50
MB,0.6986248233848112,0.9,0.1,0.4,2273,50
MF,0.06244903332581058,0.9,0.1,0.4,2273,50
IL,0.5950383395481322,0.05,0.3,0.4,2274,47
MB,0.39580212687709376,0.05,0.3,0.4,2274,47
MF,0.6468997899556088,0.05,0.3,0.4,2274,47
IL,0.5943471585963362,0.35,0.2,0.4,2275,49
MB,0.21130346240602074,0.35,0.2,0.4,2275,49
MF,0.26799059779875367,0.35,0.2,0.4,2275,49
IL,0.5951151366800214,0.59,0.2,0.4,2276,43
MB,0.4488264671379089,0.59,0.2,0.4,2276,43
MF,0.2680926613587667,0.59,0.2,0.4,2276,43
IL,0.5950860841033899,0.6,0.2,0.4,2277,49
MB,0.5167450967019478,0.6,0.2,0.4,2277,49
MF,0.28149815889622803,0.6,0.2,0.4,2277,49
IL,0.5954262583061007,0.81,0.2,0.4,2278,51
MB,0.6781409798511397,0.81,0.2,0.4,2278,51
MF,0.1578488786583214,0.81,0.2,0.4,2278,51
IL,0.5946381478167672,0.8,0.2,0.4,2279,51
MB,0.46294293759729715,0.8,0.2,0.4,2279,51
MF,0.11335571033954389,0.8,0.2,0.4,2279,51
IL,0.5947723348289734,0.8,0.2,0.4,2280,45
MB,0.36458065160393255,0.8,0.2,0.4,2280,45
MF,0.1169498895626801,0.8,0.2,0.4,2280,45
IL,0.595165551377033,0.09,0.1,0.4,2281,46
MB,0.5835689019341929,0.09,0.1,0.4,2281,46
MF,0.6162832720171186,0.09,0.1,0.4,2281,46
IL,0.5951922488188336,0.73,0.2,0.4,2282,49
MB,0.6597079081609287,0.73,0.2,0.4,2282,49
MF,0.23381962561119868,0.73,0.2,0.4,2282,49
IL,0.5951276925437639,0.81,0.2,0.4,2283,45
MB,0.6182413239662476,0.81,0.2,0.4,2283,45
MF,0.15127128828956599,0.81,0.2,0.4,2283,45
IL,0.5950320690126734,0.43,0.3,0.4,2284,47
MB,0.35107747545715845,0.43,0.3,0.4,2284,47
MF,0.3676934094624698,0.43,0.3,0.4,2284,47
IL,0.5950530873189507,0.19,0.3,0.4,2285,51
MB,0.3552240351062008,0.19,0.3,0.4,2285,51
MF,0.5223252970417503,0.19,0.3,0.4,2285,51
IL,0.5947567044391692,0.53,0.1,0.4,2286,50
MB,0.5179069092172277,0.53,0.1,0.4,2286,50
MF,0.27826049394496416,0.53,0.1,0.4,2286,50
IL,0.5954012624238507,0.53,0.1,0.4,2287,44
MB,0.6667230124465616,0.53,0.1,0.4,2287,44
MF,0.35215415917444276,0.53,0.1,0.4,2287,44
IL,0.5949791025424537,0.61,0.2,0.4,2288,47
MB,0.4950381843671629,0.61,0.2,0.4,2288,47
MF,0.28709436614969275,0.61,0.2,0.4,2288,47
IL,0.5950259916773198,0.77,0.1,0.4,2289,42
MB,0.5693581086194763,0.77,0.1,0.4,2289,42
MF,0.12883611367041625,0.77,0.1,0.4,2289,42
IL,0.5951167085084369,0.19,0.3,0.4,2290,45
MB,0.3252744229540109,0.19,0.3,0.4,2290,45
MF,0.5209145260768479,0.19,0.3,0.4,2290,45
IL,0.5951145663745435,0.87,0.3,0.4,2291,43
MB,0.5434025401236463,0.87,0.3,0.4,2291,43
MF,0.12205196125693232,0.87,0.3,0.4,2291,43
IL,0.5951106738382443,0.51,0.3,0.4,2292,49
MB,0.3750058345529523,0.51,0.3,0.4,2292,49
MF,0.3231662436285008,0.51,0.3,0.4,2292,49
IL,0.5948775727997492,0.15,0.1,0.4,2293,50
MB,0.33049875201907214,0.15,0.1,0.4,2293,50
MF,0.383851785285074,0.15,0.1,0.4,2293,50
IL,0.595287474790334,0.17,0.3,0.4,2294,49
MB,0.29731396296903245,0.17,0.3,0.4,2294,49
MF,0.5064973942611419,0.17,0.3,0.4,2294,49
IL,0.5947394912364633,0.15,0.1,0.4,2295,44
MB,0.4814481048018536,0.15,0.1,0.4,2295,44
MF,0.49846121031170515,0.15,0.1,0.4,2295,44
IL,0.5951101399526779,0.27,0.2,0.4,2296,47
MB,0.41627540242396627,0.27,0.2,0.4,2296,47
MF,0.44037030956682927,0.27,0.2,0.4,2296,47
IL,0.5950445906826876,0.31,0.1,0.4,2297,42
MB,0.4074681931009786,0.31,0.1,0.4,2297,42
MF,0.34554947542127784,0.31,0.1,0.4,2297,42
IL,0.5943257389483582,0.2,0.1,0.4,2298,42
MB,0.5698178597335465,0.2,0.1,0.4,2298,42
MF,0.5391038764892859,0.2,0.1,0.4,2298,42
IL,0.5943115153137839,0.52,0.2,0.4,2299,45
MB,0.13412623159003986,0.52,0.2,0.4,2299,45
MF,0.1568369226664295,0.52,0.2,0.4,2299,45
IL,0.5952514533808176,0.76,0.2,0.4,2300,43
MB,0.5422385163963499,0.76,0.2,0.4,2300,43
MF,0.17920019390250988,0.76,0.2,0.4,2300,43
IL,0.5948769134340907,0.52,0.2,0.4,2301,51
MB,0.4405531302545791,0.52,0.2,0.4,2301,51
MF,0.29669948625693376,0.52,0.2,0.4,2301,51
IL,0.5947995406361933,0.26,0.1,0.4,2302,46
MB,0.35872951954547483,0.26,0.1,0.4,2302,46
MF,0.3447617915660551,0.26,0.1,0.4,2302,46
IL,0.5950480876815952,0.14,0.2,0.4,2303,45
MB,0.5214316838125367,0.14,0.2,0.4,2303,45
MF,0.6127156526177473,0.14,0.2,0.4,2303,45
IL,0.5950151526763056,0.3,0.2,0.4,2304,43
MB,0.37920125501465834,0.3,0.2,0.4,2304,43
MF,0.41079330948675485,0.3,0.2,0.4,2304,43
IL,0.5953800561715591,0.14,0.2,0.4,2305,51
MB,0.5067023380758122,0.14,0.2,0.4,2305,51
MF,0.5942400422146102,0.14,0.2,0.4,2305,51
IL,0.5952070567404348,0.65,0.2,0.4,2306,51
MB,0.43768862334501774,0.65,0.2,0.4,2306,51
MF,0.2226310951262951,0.65,0.2,0.4,2306,51
IL,0.5950094120663459,0.41,0.2,0.4,2307,43
MB,0.48797138490693587,0.41,0.2,0.4,2307,43
MF,0.40821530870600525,0.41,0.2,0.4,2307,43
IL,0.5955481678321678,0.57,0.1,0.4,2308,46
MB,0.1432207975358524,0.57,0.1,0.4,2308,46
MF,0.10961006909483335,0.57,0.1,0.4,2308,46
IL,0.5954185803956047,0.97,0.2,0.4,2309,49
MB,0.6858546204367557,0.97,0.2,0.4,2309,49
MF,0.04329961529328618,0.97,0.2,0.4,2309,49
IL,0.594972879277655,0.65,0.2,0.4,2310,45
MB,0.5612495799802887,0.65,0.2,0.4,2310,45
MF,0.27433394189859905,0.65,0.2,0.4,2310,45
IL,0.5953118601256957,0.23,0.2,0.4,2311,51
MB,0.5183155709832196,0.23,0.2,0.4,2311,51
MF,0.549644070526585,0.23,0.2,0.4,2311,51
IL,0.595031879435659,0.99,0.2,0.4,2312,51
MB,0.4589682971083106,0.99,0.2,0.4,2312,51
MF,-0.005887063663028538,0.99,0.2,0.4,2312,51
IL,0.5952414225825995,0.07,0.2,0.4,2313,43
MB,0.5279321093550182,0.07,0.2,0.4,2313,43
MF,0.673727085347853,0.07,0.2,0.4,2313,43
IL,0.5948857240613807,0.11,0.1,0.4,2314,46
MB,0.4507484247835264,0.11,0.1,0.4,2314,46
MF,0.48711823642682567,0.11,0.1,0.4,2314,46
IL,0.5951723704334406,0.23,0.2,0.4,2315,45
MB,0.5008093537925953,0.23,0.2,0.4,2315,45
MF,0.5365522933640651,0.23,0.2,0.4,2315,45
IL,0.5944218783731594,0.99,0.2,0.4,2316,45
MB,0.5142950513492053,0.99,0.2,0.4,2316,45
MF,0.010747521254115681,0.99,0.2,0.4,2316,45
IL,0.5949315473516834,0.94,0.3,0.4,2317,45
MB,0.5346600366175227,0.94,0.3,0.4,2317,45
MF,0.0642521719093986,0.94,0.3,0.4,2317,45
IL,0.5949914236446692,0.66,0.3,0.4,2318,49
MB,0.35955559028820766,0.66,0.3,0.4,2318,49
MF,0.2332182080318154,0.66,0.3,0.4,2318,49
IL,0.595239550876099,0.64,0.1,0.4,2319,44
MB,0.40768956468677875,0.64,0.1,0.4,2319,44
MF,0.19648259309715446,0.64,0.1,0.4,2319,44
IL,0.5950613972597399,0.96,0.1,0.4,2320,48
MB,0.6540725376063226,0.96,0.1,0.4,2320,48
MF,0.04760108688657907,0.96,0.1,0.4,2320,48
IL,0.5954579494651433,0.56,0.2,0.4,2321,47
MB,0.5537583850751349,0.56,0.2,0.4,2321,47
MF,0.3159640851916636,0.56,0.2,0.4,2321,47
IL,0.5948205143448853,0.64,0.1,0.4,2322,50
MB,0.6410424475158238,0.64,0.1,0.4,2322,50
MF,0.25799232613040146,0.64,0.1,0.4,2322,50
IL,0.5952072739934677,0.94,0.3,0.4,2323,51
MB,0.6194386720340717,0.94,0.3,0.4,2323,51
MF,0.03128032923736378,0.94,0.3,0.4,2323,51
IL,0.594806212637743,0.98,0.1,0.4,2324,44
MB,0.5397431882372984,0.98,0.1,0.4,2324,44
MF,2.0506321604325883e-05,0.98,0.1,0.4,2324,44
IL,0.5952719893948953,0.06,0.1,0.4,2325,42
MB,0.6455226898860684,0.06,0.1,0.4,2325,42
MF,0.7096213762570642,0.06,0.1,0.4,2325,42
IL,0.5946889550392178,0.22,0.1,0.4,2326,44
MB,0.517027743380128,0.22,0.1,0.4,2326,44
MF,0.4820246154949682,0.22,0.1,0.4,2326,44
IL,0.5951326564631001,0.68,0.3,0.4,2327,45
MB,0.4103893555667469,0.68,0.3,0.4,2327,45
MF,0.2165720483129197,0.68,0.3,0.4,2327,45
IL,0.595041053991617,0.68,0.3,0.4,2328,51
MB,0.49483704946508217,0.68,0.3,0.4,2328,51
MF,0.2309586411304751,0.68,0.3,0.4,2328,51
IL,0.5951059052133401,0.98,0.1,0.4,2329,50
MB,0.6809394848657837,0.98,0.1,0.4,2329,50
MF,0.019804603208729423,0.98,0.1,0.4,2329,50
IL,0.5954859556674608,0.22,0.1,0.4,2330,50
MB,0.5912583784502777,0.22,0.1,0.4,2330,50
MF,0.5405278765379741,0.22,0.1,0.4,2330,50
IL,0.5949970597393615,0.6,0.3,0.4,2331,47
MB,0.4225670287522934,0.6,0.3,0.4,2331,47
MF,0.29918885848345655,0.6,0.3,0.4,2331,47
IL,0.5946188612269034,0.35,0.3,0.4,2332,47
MB,0.2388058607058571,0.35,0.3,0.4,2332,47
MF,0.3567306503844163,0.35,0.3,0.4,2332,47
IL,0.5941303685653365,0.05,0.2,0.4,2333,49
MB,0.14479057163476364,0.05,0.2,0.4,2333,49
MF,0.33811576458534237,0.05,0.2,0.4,2333,49
IL,0.5952443040474921,0.69,0.2,0.4,2334,43
MB,0.41286333811909187,0.69,0.2,0.4,2334,43
MF,0.2169045565490641,0.69,0.2,0.4,2334,43
IL,0.5941586429071113,0.39,0.1,0.4,2335,46
MB,0.30472890736039043,0.39,0.1,0.4,2335,46
MF,0.2592595541954736,0.39,0.1,0.4,2335,46
IL,0.5951479522250628,0.95,0.2,0.4,2336,43
MB,0.5639950813844532,0.95,0.2,0.4,2336,43
MF,0.045979296259296254,0.95,0.2,0.4,2336,43
IL,0.5950068698171693,0.43,0.2,0.4,2337,49
MB,0.5168665263014124,0.43,0.2,0.4,2337,49
MF,0.396411847317571,0.43,0.2,0.4,2337,49
IL,0.5951262787573011,0.83,0.1,0.4,2338,46
MB,0.5364310166485715,0.83,0.1,0.4,2338,46
MF,0.13547333570066833,0.83,0.1,0.4,2338,46
IL,0.594983584249995,0.73,0.3,0.4,2339,47
MB,0.42573638916479567,0.73,0.3,0.4,2339,47
MF,0.1688688822941879,0.73,0.3,0.4,2339,47
IL,0.5953102547408192,0.68,0.1,0.4,2340,42
MB,0.530298576239885,0.68,0.1,0.4,2340,42
MF,0.21295169516859966,0.68,0.1,0.4,2340,42
IL,0.5953116829389213,0.04,0.1,0.4,2341,48
MB,0.6822323601253348,0.04,0.1,0.4,2341,48
MF,0.7506162917341248,0.04,0.1,0.4,2341,48
IL,0.5949708680421745,0.06,0.3,0.4,2342,45
MB,0.33187372592101394,0.06,0.3,0.4,2342,45
MF,0.5922492498638797,0.06,0.3,0.4,2342,45
IL,0.5948147267425444,0.22,0.3,0.4,2343,43
MB,0.08256170819650635,0.22,0.3,0.4,2343,43
MF,0.3049347835805582,0.22,0.3,0.4,2343,43
IL,0.5949225512512945,0.98,0.3,0.4,2344,43
MB,0.49659973034636407,0.98,0.3,0.4,2344,43
MF,0.010196925370213161,0.98,0.3,0.4,2344,43
IL,0.5943106633117688,0.06,0.3,0.4,2345,51
MB,0.3132241937837443,0.06,0.3,0.4,2345,51
MF,0.6077506182581105,0.06,0.3,0.4,2345,51
IL,0.5950813729091565,0.08,0.3,0.4,2346,49
MB,0.310408395871204,0.08,0.3,0.4,2346,49
MF,0.5697918229412204,0.08,0.3,0.4,2346,49
IL,0.5951287574200845,0.64,0.3,0.4,2347,43
MB,0.5034875035084836,0.64,0.3,0.4,2347,43
MF,0.28234194205152113,0.64,0.3,0.4,2347,43
IL,0.5953059304812834,0.94,0.1,0.4,2348,42
MB,0.6646892375201978,0.94,0.1,0.4,2348,42
MF,0.03220496524067953,0.94,0.1,0.4,2348,42
IL,0.5951119191936511,0.82,0.2,0.4,2349,47
MB,0.6696012508867171,0.82,0.2,0.4,2349,47
MF,0.1468375507017922,0.82,0.2,0.4,2349,47
IL,0.595253525134821,0.42,0.1,0.4,2350,48
MB,0.48837656682625047,0.42,0.1,0.4,2350,48
MF,0.3334819042314592,0.42,0.1,0.4,2350,48
IL,0.5949082578490211,0.38,0.2,0.4,2351,47
MB,0.5282832343597242,0.38,0.2,0.4,2351,47
MF,0.45891716123618664,0.38,0.2,0.4,2351,47
IL,0.5948438186644773,0.31,0.3,0.4,2352,51
MB,0.3568581609172088,0.31,0.3,0.4,2352,51
MF,0.4610488538908405,0.31,0.3,0.4,2352,51
IL,0.5952684526709152,0.2,0.3,0.4,2353,51
MB,0.18757008370714248,0.2,0.3,0.4,2353,51
MF,0.38598678521033,0.2,0.3,0.4,2353,51
IL,0.594737559523446,0.0,0.1,0.4,2354,48
MB,0.8835146721790151,0.0,0.1,0.4,2354,48
MF,0.9831855634732212,0.0,0.1,0.4,2354,48
IL,0.5949579092006634,0.2,0.3,0.4,2355,45
MB,0.3634958456573322,0.2,0.3,0.4,2355,45
MF,0.5355981488402205,0.2,0.3,0.4,2355,45
IL,0.5953541472381254,0.15,0.3,0.4,2356,43
MB,0.3654094331779331,0.15,0.3,0.4,2356,43
MF,0.5759340890521006,0.15,0.3,0.4,2356,43
IL,0.5951666685969259,0.31,0.3,0.4,2357,45
MB,0.3574004361738479,0.31,0.3,0.4,2357,45
MF,0.4523173024861418,0.31,0.3,0.4,2357,45
IL,0.5951799691914664,0.79,0.3,0.4,2358,49
MB,0.6017032972679861,0.79,0.3,0.4,2358,49
MF,0.16935505673683543,0.79,0.3,0.4,2358,49
IL,0.5948698727268603,0.89,0.1,0.4,2359,48
MB,0.5918617525167605,0.89,0.1,0.4,2359,48
MF,0.09326528771681833,0.89,0.1,0.4,2359,48
IL,0.5951089861085096,0.49,0.2,0.4,2360,47
MB,0.5685760779768863,0.49,0.2,0.4,2360,47
MF,0.3874431968149192,0.49,0.2,0.4,2360,47
IL,0.5951130966864233,0.33,0.1,0.4,2361,48
MB,0.695674221060397,0.33,0.1,0.4,2361,48
MF,0.5600953927673802,0.33,0.1,0.4,2361,48
IL,0.5950987065884688,0.77,0.3,0.4,2362,51
MB,0.5379917648217699,0.77,0.3,0.4,2362,51
MF,0.20185676320113716,0.77,0.3,0.4,2362,51
IL,0.595266944108601,0.87,0.1,0.4,2363,50
MB,0.6788448420134898,0.87,0.1,0.4,2363,50
MF,0.06547469722814937,0.87,0.1,0.4,2363,50
IL,0.5949489100939602,1.0,0.2,0.4,2364,45
