strategy,avg_payoff,delta,kappa,seed,sim
IL,0.5951219908055292,0.26,0.4,47,870
MF,0.519427777669487,0.26,0.4,47,870
IL,0.5949429841537579,0.56,0.4,44,871
MF,0.3047510509243356,0.56,0.4,44,871
IL,0.5949944134798287,1.0,0.4,46,872
MF,0.024381037238821637,1.0,0.4,46,872
IL,0.5950067030168711,0.72,0.4,46,873
MF,0.23139022649753402,0.72,0.4,46,873
IL,0.5949715175147952,0.4,0.4,48,874
MF,0.4160543277413164,0.4,0.4,48,874
IL,0.5945634109378753,0.02,0.4,51,875
MF,0.7546361159923594,0.02,0.4,51,875
IL,0.5949933488285883,0.9,0.4,42,876
MF,0.08961346431682857,0.9,0.4,42,876
IL,0.5956138547118337,0.02,0.4,45,877
MF,0.8657355097872114,0.02,0.4,45,877
IL,0.5950674948591124,0.81,0.4,49,878
MF,0.1612799848643816,0.81,0.4,49,878
IL,0.5950418371343601,0.78,0.4,42,879
MF,0.1928463725454996,0.78,0.4,42,879
IL,0.5949376045888602,0.86,0.4,47,880
MF,0.0992551703485925,0.86,0.4,47,880
IL,0.5950074810426236,0.59,0.4,49,881
MF,0.32621359565068203,0.59,0.4,49,881
IL,0.5950254706064447,0.3,0.4,46,882
MF,0.4994869351423022,0.3,0.4,46,882
IL,0.5950030980014892,0.75,0.4,48,883
MF,0.22617525323415674,0.75,0.4,48,883
IL,0.595093487422418,0.54,0.4,43,884
MF,0.3885810512349127,0.54,0.4,43,884
IL,0.594897967528122,0.16,0.4,42,885
MF,0.49005924905786785,0.16,0.4,42,885
IL,0.5949384013908791,0.98,0.4,50,886
MF,0.01968662398443284,0.98,0.4,50,886
IL,0.5948245740645877,0.37,0.4,49,887
MF,0.3683354674931002,0.37,0.4,49,887
IL,0.595016866237439,0.98,0.4,44,888
MF,-0.005122748046587057,0.98,0.4,44,888
IL,0.5952748928194924,0.24,0.4,50,889
MF,0.5398998736062373,0.24,0.4,50,889
IL,0.5949732653730864,0.08,0.4,45,890
MF,0.6646800678326885,0.08,0.4,45,890
IL,0.594949515142671,0.54,0.4,47,891
MF,0.33241416943706553,0.54,0.4,47,891
IL,0.5949994248708558,0.3,0.4,42,892
MF,0.4517727576919422,0.3,0.4,42,892
IL,0.5949826936915181,0.86,0.4,43,893
MF,0.12445482672823069,0.86,0.4,43,893
IL,0.5951577432064054,0.08,0.4,51,894
MF,0.6720725272604519,0.08,0.4,51,894
IL,0.5949363655320208,0.78,0.4,46,895
MF,0.158003555384651,0.78,0.4,46,895
IL,0.5950364163805987,0.24,0.4,44,896
MF,0.5142813220637084,0.24,0.4,44,896
IL,0.5949499691919079,0.66,0.4,45,897
MF,0.2286390968203717,0.66,0.4,45,897
IL,0.5949811393693585,0.66,0.4,51,898
MF,0.2521223260853543,0.66,0.4,51,898
IL,0.5949952364951827,0.16,0.4,46,899
MF,0.516378581009287,0.16,0.4,46,899
IL,0.5952355211697131,0.11,0.4,48,900
MF,0.6951355869026211,0.11,0.4,48,900
IL,0.5949947982408808,0.92,0.4,44,901
MF,0.056716032029428085,0.92,0.4,44,901
IL,0.5950091859190483,0.92,0.4,50,902
MF,0.056447538891677154,0.92,0.4,50,902
IL,0.5949446009548414,0.9,0.4,46,903
MF,0.12131127096210123,0.9,0.4,46,903
IL,0.5949938771765643,0.53,0.4,49,904
MF,0.36340438736077346,0.53,0.4,49,904
IL,0.5950742634419014,0.72,0.4,42,905
MF,0.2582146723958798,0.72,0.4,42,905
IL,0.5949452351401425,1.0,0.4,42,906
MF,0.013609705127634165,1.0,0.4,42,906
IL,0.5953071306975352,0.45,0.4,49,907
MF,0.44736000645762924,0.45,0.4,49,907
IL,0.5950758697974939,0.64,0.4,42,908
MF,0.29880461458439633,0.64,0.4,42,908
IL,0.5947688318024904,0.48,0.4,43,909
MF,0.3062843156997921,0.48,0.4,43,909
IL,0.5950541770704098,0.69,0.4,48,910
MF,0.25918777271542487,0.69,0.4,48,910
IL,0.5949235260546536,0.1,0.4,45,911
MF,0.6646075504556023,0.1,0.4,45,911
IL,0.5950370534830127,0.84,0.4,50,912
MF,0.12741611956955778,0.84,0.4,50,912
IL,0.5947429235486763,0.26,0.4,43,913
MF,0.4291966905253058,0.26,0.4,43,913
IL,0.5954151893669924,0.1,0.4,51,914
MF,0.5915847288086434,0.1,0.4,51,914
IL,0.5949153715688662,0.84,0.4,44,915
MF,0.1137540212011869,0.84,0.4,44,915
IL,0.5950853654151737,0.07,0.4,48,916
MF,0.666943898102595,0.07,0.4,48,916
IL,0.5949361554842608,0.32,0.4,44,917
MF,0.42091901522429764,0.32,0.4,44,917
IL,0.5951366191156641,0.42,0.4,47,918
MF,0.45359444921102904,0.42,0.4,47,918
IL,0.5949528029488148,0.32,0.4,50,919
MF,0.42770654411027026,0.32,0.4,50,919
IL,0.5952603671964339,0.32,0.4,51,920
MF,0.4072871775761202,0.32,0.4,51,920
IL,0.5951286928136682,0.42,0.4,46,921
MF,0.4186469239397732,0.42,0.4,46,921
IL,0.5950855623343602,0.32,0.4,45,922
MF,0.47000068064892164,0.32,0.4,45,922
IL,0.5952649360659796,0.26,0.4,42,923
MF,0.5063596160316709,0.26,0.4,42,923
IL,0.5949566915488517,0.07,0.4,49,924
MF,0.695744891039781,0.07,0.4,49,924
IL,0.5950288369527434,0.84,0.4,45,925
MF,0.10636465317805391,0.84,0.4,45,925
IL,0.5949831412943446,0.1,0.4,50,926
MF,0.665781335363614,0.1,0.4,50,926
IL,0.5949518223433341,0.84,0.4,51,927
MF,0.1273684281981373,0.84,0.4,51,927
IL,0.5950564318215237,0.1,0.4,44,928
MF,0.641079968921276,0.1,0.4,44,928
IL,0.5950998689268514,0.48,0.4,42,929
MF,0.449257979961252,0.48,0.4,42,929
IL,0.5950238194427923,0.69,0.4,49,930
MF,0.25583484961485126,0.69,0.4,49,930
IL,0.5951063463236055,0.45,0.4,48,931
MF,0.3501242468400155,0.45,0.4,48,931
IL,0.5949670865086378,0.64,0.4,43,932
MF,0.24211588455800134,0.64,0.4,43,932
IL,0.5949791286645745,1.0,0.4,43,933
MF,-0.0007215604476020893,1.0,0.4,43,933
IL,0.5950446280087215,0.53,0.4,48,934
MF,0.41917171918529456,0.53,0.4,48,934
IL,0.595040998987781,0.72,0.4,43,935
MF,0.2239557802636917,0.72,0.4,43,935
IL,0.5950307711108924,0.9,0.4,47,936
MF,0.10860415565459863,0.9,0.4,47,936
IL,0.5949892491484083,0.92,0.4,51,937
MF,0.0721834623324556,0.92,0.4,51,937
IL,0.5950325527629827,0.92,0.4,45,938
MF,0.0846611194175862,0.92,0.4,45,938
IL,0.5948422631957412,0.11,0.4,49,939
MF,0.5595533763567716,0.11,0.4,49,939
IL,0.5950793233525785,0.16,0.4,47,940
MF,0.5657182168247367,0.16,0.4,47,940
IL,0.5949848792979727,0.66,0.4,50,941
MF,0.26279958530087566,0.66,0.4,50,941
IL,0.5950458751582137,0.66,0.4,44,942
MF,0.30275591794189616,0.66,0.4,44,942
IL,0.594993315373081,0.86,0.4,42,943
MF,0.11184959555752125,0.86,0.4,42,943
IL,0.5947096634297441,0.24,0.4,45,944
MF,0.4121521847457938,0.24,0.4,45,944
IL,0.5949782905743529,0.78,0.4,47,945
MF,0.16396411459365373,0.78,0.4,47,945
IL,0.5947263149522737,0.08,0.4,50,946
MF,0.6041775615905038,0.08,0.4,50,946
IL,0.5950871078891203,0.54,0.4,46,947
MF,0.33897190918024594,0.54,0.4,46,947
IL,0.5950658551063265,0.08,0.4,44,948
MF,0.6389392173569208,0.08,0.4,44,948
IL,0.5949403278149877,0.24,0.4,51,949
MF,0.5201409460253968,0.24,0.4,51,949
IL,0.5949783237304,0.3,0.4,43,950
MF,0.4585632460525012,0.3,0.4,43,950
IL,0.5950312499766107,0.54,0.4,50,951
MF,0.40377995034581715,0.54,0.4,50,951
IL,0.5950680037775515,0.78,0.4,45,952
MF,0.17909783259224438,0.78,0.4,45,952
IL,0.5948839089385455,0.24,0.4,47,953
MF,0.4428894660292218,0.24,0.4,47,953
IL,0.5948927343537712,0.78,0.4,51,954
MF,0.20627532393633746,0.78,0.4,51,954
IL,0.5954533112669196,0.08,0.4,46,955
MF,0.6697220800021465,0.08,0.4,46,955
IL,0.595042722707908,0.54,0.4,44,956
MF,0.3426585442245973,0.54,0.4,44,956
IL,0.5949972384963016,0.95,0.4,49,957
MF,0.021252677584804154,0.95,0.4,49,957
IL,0.5950942473047454,0.16,0.4,45,958
MF,0.6009206735883635,0.16,0.4,45,958
IL,0.594918121725588,0.98,0.4,43,959
MF,0.008609858664503957,0.98,0.4,43,959
IL,0.5949225154489594,0.16,0.4,51,960
MF,0.5318300524299345,0.16,0.4,51,960
IL,0.5950003041777578,0.66,0.4,46,961
MF,0.27638488790289617,0.66,0.4,46,961
IL,0.5949131450416402,0.61,0.4,48,962
MF,0.2849414542836516,0.61,0.4,48,962
IL,0.5949936962540009,0.92,0.4,47,963
MF,0.04637098633561651,0.92,0.4,47,963
IL,0.5949906563067247,0.9,0.4,51,964
MF,0.11379962381816329,0.9,0.4,51,964
IL,0.5949663495007681,0.23,0.4,49,965
MF,0.5253139906333215,0.23,0.4,49,965
IL,0.5950152769798898,0.9,0.4,45,966
MF,0.07610319191128789,0.9,0.4,45,966
IL,0.5947935161364413,0.02,0.4,42,967
MF,0.8163107565643875,0.02,0.4,42,967
IL,0.5951686001158127,0.35,0.4,49,968
MF,0.4768976040011916,0.35,0.4,49,968
IL,0.5950857717966332,0.14,0.4,42,969
MF,0.6343219045731792,0.14,0.4,42,969
IL,0.5949339954823472,0.38,0.4,43,970
MF,0.4341961806960338,0.38,0.4,43,970
IL,0.5949463214704538,0.19,0.4,48,971
MF,0.46617595649234533,0.19,0.4,48,971
IL,0.5950565113701956,0.84,0.4,47,972
MF,0.11922170472444772,0.84,0.4,47,972
IL,0.5950358527414628,0.56,0.4,43,973
MF,0.3342486748334585,0.56,0.4,43,973
IL,0.5951856479642,0.1,0.4,46,974
MF,0.6571859444140042,0.1,0.4,46,974
IL,0.5949630512576576,0.77,0.4,48,975
MF,0.2078695239740728,0.77,0.4,48,975
IL,0.5950596084700969,0.6,0.4,48,976
MF,0.2883290015245094,0.6,0.4,48,976
IL,0.5950131551085488,0.83,0.4,49,977
MF,0.19196339673543117,0.83,0.4,49,977
IL,0.5950263912465152,0.42,0.4,44,978
MF,0.36745809680932245,0.42,0.4,44,978
IL,0.5950438950949476,0.32,0.4,47,979
MF,0.48877185767518266,0.32,0.4,47,979
IL,0.5949988822068147,0.42,0.4,50,980
MF,0.4749133450230367,0.42,0.4,50,980
IL,0.5950034548731206,0.42,0.4,51,981
MF,0.4249788460011321,0.42,0.4,51,981
IL,0.5949912033174535,0.32,0.4,46,982
MF,0.32435771233471117,0.32,0.4,46,982
IL,0.5950338589910806,0.42,0.4,45,983
MF,0.4029314231552361,0.42,0.4,45,983
IL,0.5950789708756017,0.83,0.4,48,984
MF,0.1599741798675312,0.83,0.4,48,984
IL,0.5950013395891011,0.6,0.4,49,985
MF,0.27321271014496323,0.6,0.4,49,985
IL,0.5951119505775522,0.56,0.4,42,986
MF,0.38718353730873684,0.56,0.4,42,986
IL,0.594968510076925,0.77,0.4,49,987
MF,0.17969264302447743,0.77,0.4,49,987
IL,0.5951211948982271,0.1,0.4,47,988
MF,0.6315751658630621,0.1,0.4,47,988
IL,0.5950304904079058,0.84,0.4,46,989
MF,0.10973508093236387,0.84,0.4,46,989
IL,0.595163342681181,0.38,0.4,42,990
MF,0.46576990958694114,0.38,0.4,42,990
IL,0.5951422211033576,0.19,0.4,49,991
MF,0.6001378821197831,0.19,0.4,49,991
IL,0.595092874699092,0.35,0.4,48,992
MF,0.47900144627323243,0.35,0.4,48,992
IL,0.5947204884850813,0.14,0.4,43,993
MF,0.6069469169244346,0.14,0.4,43,993
IL,0.594991328509282,0.9,0.4,44,994
MF,0.07963736882504262,0.9,0.4,44,994
IL,0.5947618918565234,0.23,0.4,48,995
MF,0.4537112619164669,0.23,0.4,48,995
IL,0.5950519470828449,0.02,0.4,43,996
MF,0.8552635343218997,0.02,0.4,43,996
IL,0.5950558372691112,0.9,0.4,50,997
MF,0.07054978251551074,0.9,0.4,50,997
IL,0.5950220668183837,0.92,0.4,46,998
MF,0.08066174192483587,0.92,0.4,46,998
IL,0.5950669224367721,0.61,0.4,49,999
MF,0.3150759135573722,0.61,0.4,49,999
IL,0.5949933506216833,0.98,0.4,42,1000
MF,-0.012901596769328495,0.98,0.4,42,1000
IL,0.594968230918843,0.66,0.4,47,1001
MF,0.23736722295362447,0.66,0.4,47,1001
IL,0.5951965849734262,0.16,0.4,50,1002
MF,0.5610404504664136,0.16,0.4,50,1002
IL,0.5948602373238394,0.16,0.4,44,1003
MF,0.5274045785165441,0.16,0.4,44,1003
IL,0.5950457603694854,0.95,0.4,48,1004
MF,0.027152095343337908,0.95,0.4,48,1004
IL,0.5950236126017602,0.54,0.4,45,1005
MF,0.354652542622888,0.54,0.4,45,1005
IL,0.5952042106636869,0.08,0.4,47,1006
MF,0.6939373744152866,0.08,0.4,47,1006
IL,0.5949286189123414,0.78,0.4,50,1007
MF,0.13674083910050722,0.78,0.4,50,1007
IL,0.5951371068353398,0.24,0.4,46,1008
MF,0.5023217403532361,0.24,0.4,46,1008
IL,0.5950271412364446,0.78,0.4,44,1009
MF,0.20122417785287497,0.78,0.4,44,1009
IL,0.5950918589957837,0.54,0.4,51,1010
MF,0.37849451883518487,0.54,0.4,51,1010
