strategy,count,delta,lambda,kappa,sim
MB,104.7132,0.8,0.1,0.4,525
MF,7.604907975460122,0.8,0.1,0.4,525
IL,13.754,0.5,0.0,0.4,526
MB,98.4012,0.5,0.0,0.4,526
MF,8.021267893660532,0.5,0.0,0.4,526
IL,4.4628,0.5,0.0,0.7000000000000001,527
MB,109.8128,0.5,0.0,0.7000000000000001,527
MF,5.843609636586362,0.5,0.0,0.7000000000000001,527
IL,105.2664,1.0,0.6000000000000001,0.2,528
MB,7.622,1.0,0.6000000000000001,0.2,528
MF,7.1116,1.0,0.6000000000000001,0.2,528
IL,26.3608,0.8,0.2,0.6000000000000001,529
MB,48.962,0.8,0.2,0.6000000000000001,529
MF,44.6772,0.8,0.2,0.6000000000000001,529
IL,96.7396,0.8,0.4,0.30000000000000004,530
MB,10.9292,0.8,0.4,0.30000000000000004,530
MF,12.3312,0.8,0.4,0.30000000000000004,530
IL,51.9736,0.30000000000000004,0.0,0.1,531
MB,42.5136,0.30000000000000004,0.0,0.1,531
MF,25.5128,0.30000000000000004,0.0,0.1,531
IL,9.252,1.0,0.5,0.8,532
MB,8.8008,1.0,0.5,0.8,532
MF,101.9472,1.0,0.5,0.8,532
IL,26.2568,0.2,0.6000000000000001,0.4,533
MB,5.191308052833405,0.2,0.6000000000000001,0.4,533
MF,88.8696,0.2,0.6000000000000001,0.4,533
IL,31.1744,0.9,0.2,0.4,534
MB,77.094,0.9,0.2,0.4,534
MF,11.7316,0.9,0.2,0.4,534
IL,112.2648,0.5,0.9,0.0,535
MB,4.057738572574178,0.5,0.9,0.0,535
MF,4.035901926444834,0.5,0.9,0.0,535
IL,31.492,0.30000000000000004,0.9,0.5,536
MB,2.6924348904505995,0.30000000000000004,0.9,0.5,536
MF,85.9028,0.30000000000000004,0.9,0.5,536
IL,8.7812,0.8,1.0,0.8,537
MB,3.042920176494184,0.8,1.0,0.8,537
MF,108.1844,0.8,1.0,0.8,537
IL,6.514121981170692,0.2,0.4,0.8,538
MB,10.4496,0.2,0.4,0.8,538
MF,103.1848,0.2,0.4,0.8,538
IL,111.2968,0.8,0.8,0.0,539
MB,4.1272,0.8,0.8,0.0,539
MF,4.576,0.8,0.8,0.0,539
IL,3.2084019769357495,0.0,0.1,0.7000000000000001,540
MB,17.364,0.0,0.1,0.7000000000000001,540
MF,99.52,0.0,0.1,0.7000000000000001,540
IL,5.9032,0.7000000000000001,0.1,0.9,541
MB,100.396,0.7000000000000001,0.1,0.9,541
MF,13.7008,0.7000000000000001,0.1,0.9,541
IL,7.4432,0.2,0.8,1.0,542
MB,3.169877408056042,0.2,0.8,1.0,542
MF,109.6608,0.2,0.8,1.0,542
IL,8.612,0.5,0.2,0.8,543
MB,20.582,0.5,0.2,0.8,543
MF,90.806,0.5,0.2,0.8,543
IL,42.3656,0.4,1.0,0.4,544
MB,2.882051282051282,0.4,1.0,0.4,544
MF,74.9368,0.4,1.0,0.4,544
IL,12.5172,0.8,0.30000000000000004,0.8,545
MB,35.3756,0.8,0.30000000000000004,0.8,545
MF,72.1072,0.8,0.30000000000000004,0.8,545
IL,27.6712,0.0,0.1,0.1,546
MB,14.6044,0.0,0.1,0.1,546
MF,77.7244,0.0,0.1,0.1,546
IL,4.221846302561624,1.0,0.9,1.0,547
MB,3.2576073363901625,1.0,0.9,1.0,547
MF,113.38,1.0,0.9,1.0,547
IL,4.6068,0.6000000000000001,0.0,0.8,548
MB,107.4088,0.6000000000000001,0.0,0.8,548
MF,7.9844,0.6000000000000001,0.0,0.8,548
IL,102.5732,0.0,0.2,0.0,549
MB,8.3564,0.0,0.2,0.0,549
MF,9.0704,0.0,0.2,0.0,549
IL,8.254829428688861,0.7000000000000001,0.2,0.8,550
MB,10.2484,0.7000000000000001,0.2,0.8,550
MF,101.718,0.7000000000000001,0.2,0.8,550
IL,2.8611228366399324,0.0,0.5,1.0,551
MB,3.1612638489946656,0.0,0.5,1.0,551
MF,114.2072,0.0,0.5,1.0,551
IL,5.007211538461538,0.5,0.1,0.9,552
MB,87.9788,0.5,0.1,0.9,552
MF,27.022,0.5,0.1,0.9,552
IL,91.7608,0.7000000000000001,0.30000000000000004,0.2,553
MB,18.1728,0.7000000000000001,0.30000000000000004,0.2,553
MF,10.0664,0.7000000000000001,0.30000000000000004,0.2,553
IL,36.5996,0.2,0.7000000000000001,0.30000000000000004,554
MB,3.9726430976430978,0.2,0.7000000000000001,0.30000000000000004,554
MF,79.6248,0.2,0.7000000000000001,0.30000000000000004,554
IL,7.3908,0.8,0.0,0.9,555
MB,90.2252,0.8,0.0,0.9,555
MF,22.384,0.8,0.0,0.9,555
IL,3.3463969658659924,0.1,0.0,0.7000000000000001,556
MB,90.6132,0.1,0.0,0.7000000000000001,556
MF,26.2104,0.1,0.0,0.7000000000000001,556
IL,103.7984,1.0,0.8,0.3,557
MB,5.5264,1.0,0.8,0.3,557
MF,10.6752,1.0,0.8,0.3,557
IL,22.548,0.1,0.8,0.4,558
MB,3.0297462817147855,0.1,0.8,0.4,558
MF,94.6816,0.1,0.8,0.4,558
IL,3.4231849177697553,0.0,0.9,0.8,559
MB,3.2197134172818065,0.0,0.9,0.8,559
MF,113.6204,0.0,0.9,0.8,559
IL,14.1788,0.30000000000000004,0.9,0.6000000000000001,560
MB,3.326858108108108,0.30000000000000004,0.9,0.6000000000000001,560
MF,102.67,0.30000000000000004,0.9,0.6000000000000001,560
IL,8.726,0.6000000000000001,1.0,0.9,561
MB,2.4332001775410563,0.6000000000000001,1.0,0.9,561
MF,109.0812,0.6000000000000001,1.0,0.9,561
IL,83.2356,0.6000000000000001,0.30000000000000004,0.30000000000000004,562
MB,21.0332,0.6000000000000001,0.30000000000000004,0.30000000000000004,562
MF,15.7312,0.6000000000000001,0.30000000000000004,0.30000000000000004,562
IL,112.64,0.7000000000000001,0.9,0.0,563
MB,2.7562604340567614,0.7000000000000001,0.9,0.0,563
MF,4.935564853556485,0.7000000000000001,0.9,0.0,563
IL,9.0964,0.9,0.1,0.5,564
MB,105.96,0.9,0.1,0.5,564
MF,5.437307523097228,0.9,0.1,0.5,564
IL,86.0868,0.7000000000000001,0.7000000000000001,0.4,565
MB,8.0772,0.7000000000000001,0.7000000000000001,0.4,565
MF,25.836,0.7000000000000001,0.7000000000000001,0.4,565
IL,7.0416,0.4,0.0,0.5,566
MB,104.0896,0.4,0.0,0.5,566
MF,8.8688,0.4,0.0,0.5,566
IL,105.6392,0.6000000000000001,0.8,0.1,567
MB,2.479845626072041,0.6000000000000001,0.8,0.1,567
MF,12.0476,0.6000000000000001,0.8,0.1,567
IL,70.0332,0.5,0.8,0.4,568
MB,4.064208242950109,0.5,0.8,0.4,568
MF,46.2196,0.5,0.8,0.4,568
IL,109.132,0.9,0.3,0.0,569
MB,6.868099452170249,0.9,0.3,0.0,569
MF,4.783106027276727,0.9,0.3,0.0,569
IL,87.7644,0.30000000000000004,0.8,0.1,570
MB,4.6056,0.30000000000000004,0.8,0.1,570
MF,27.63,0.30000000000000004,0.8,0.1,570
IL,4.113608500204331,0.9,0.4,1.0,571
MB,6.556474968969797,0.9,0.4,1.0,571
MF,109.6348,0.9,0.4,1.0,571
IL,5.134214743589744,0.4,0.5,1.0,572
MB,5.035522511358943,0.4,0.5,1.0,572
MF,109.9976,0.4,0.5,1.0,572
IL,8.268,0.8,0.0,0.30000000000000004,573
MB,102.3628,0.8,0.0,0.30000000000000004,573
MF,9.3692,0.8,0.0,0.30000000000000004,573
IL,3.7144,0.1,0.1,0.9,574
MB,29.71,0.1,0.1,0.9,574
MF,86.5756,0.1,0.1,0.9,574
IL,90.5492,0.8,0.9,0.4,575
MB,3.431678292983176,0.8,0.9,0.4,575
MF,26.1056,0.8,0.9,0.4,575
IL,95.4156,0.5,0.7000000000000001,0.2,576
MB,3.0670886075949366,0.5,0.7000000000000001,0.2,576
MF,21.6768,0.5,0.7000000000000001,0.2,576
IL,96.9564,0.4,0.2,0.0,577
MB,11.502,0.4,0.2,0.0,577
MF,11.5416,0.4,0.2,0.0,577
IL,5.658466584665847,0.30000000000000004,1.0,0.9,578
MB,2.6111881645862227,0.30000000000000004,1.0,0.9,578
MF,112.2204,0.30000000000000004,1.0,0.9,578
IL,4.33265306122449,1.0,0.1,0.7000000000000001,579
MB,90.246,1.0,0.1,0.7000000000000001,579
MF,25.508,1.0,0.1,0.7000000000000001,579
IL,3.0380608974358974,0.0,0.7000000000000001,0.6000000000000001,580
MB,5.348,0.0,0.7000000000000001,0.6000000000000001,580
MF,111.6188,0.0,0.7000000000000001,0.6000000000000001,580
IL,9.0136,0.9,0.8,0.8,581
MB,4.407079646017699,0.9,0.8,0.8,581
MF,106.8032,0.9,0.8,0.8,581
IL,42.8668,0.6000000000000001,0.5,0.6000000000000001,582
MB,10.2404,0.6000000000000001,0.5,0.6000000000000001,582
MF,66.8928,0.6000000000000001,0.5,0.6000000000000001,582
IL,24.0764,0.5,0.7000000000000001,0.6000000000000001,583
MB,3.70550576184379,0.5,0.7000000000000001,0.6000000000000001,583
MF,92.4508,0.5,0.7000000000000001,0.6000000000000001,583
IL,106.6688,0.7000000000000001,0.6000000000000001,0.1,584
MB,4.578817733990148,0.7000000000000001,0.6000000000000001,0.1,584
MF,8.8696,0.7000000000000001,0.6000000000000001,0.1,584
IL,3.822,0.0,0.0,0.5,585
MB,9.7044,0.0,0.0,0.5,585
MF,106.4736,0.0,0.0,0.5,585
IL,5.018,0.5,0.6000000000000001,1.0,586
MB,6.0288,0.5,0.6000000000000001,1.0,586
MF,108.9532,0.5,0.6000000000000001,1.0,586
IL,110.874,0.9,1.0,0.0,587
MB,4.497211497211497,0.9,1.0,0.0,587
MF,5.19023569023569,0.9,1.0,0.0,587
IL,11.5456,0.8,0.8,0.7000000000000001,588
MB,5.397113402061856,0.8,0.8,0.7000000000000001,588
MF,103.2192,0.8,0.8,0.7000000000000001,588
IL,10.0164,0.4,0.9,0.8,589
MB,4.4672,0.4,0.9,0.8,589
MF,105.5164,0.4,0.9,0.8,589
IL,34.7784,0.8,0.30000000000000004,0.6000000000000001,590
MB,63.7176,0.8,0.30000000000000004,0.6000000000000001,590
MF,21.504,0.8,0.30000000000000004,0.6000000000000001,590
IL,3.468562274729676,0.30000000000000004,0.0,0.8,591
MB,102.8204,0.30000000000000004,0.0,0.8,591
MF,13.7152,0.30000000000000004,0.0,0.8,591
IL,19.0768,0.8,0.1,0.30000000000000004,592
MB,93.468,0.8,0.1,0.30000000000000004,592
MF,7.4552,0.8,0.1,0.30000000000000004,592
IL,52.8412,0.8,1.0,0.6000000000000001,593
MB,6.4304,0.8,1.0,0.6000000000000001,593
MF,60.7284,0.8,1.0,0.6000000000000001,593
IL,92.0672,0.4,0.6000000000000001,0.2,594
MB,3.2467313369886126,0.4,0.6000000000000001,0.2,594
MF,24.8536,0.4,0.6000000000000001,0.2,594
IL,77.416,0.2,0.7000000000000001,0.1,595
MB,4.38107098381071,0.2,0.7000000000000001,0.1,595
MF,38.3624,0.2,0.7000000000000001,0.1,595
IL,105.956,0.1,0.9,0.0,596
MB,2.9484848484848483,0.1,0.9,0.0,596
MF,11.3196,0.1,0.9,0.0,596
IL,8.9888,0.30000000000000004,0.7000000000000001,0.9,597
MB,3.6205357142857144,0.30000000000000004,0.7000000000000001,0.9,597
MF,107.7672,0.30000000000000004,0.7000000000000001,0.9,597
IL,107.1868,0.7000000000000001,0.8,0.4,598
MB,3.7803091944670464,0.7000000000000001,0.8,0.4,598
MF,9.0964,0.7000000000000001,0.8,0.4,598
IL,45.0652,0.9,0.0,0.1,599
MB,71.0784,0.9,0.0,0.1,599
MF,3.933496532027744,0.9,0.0,0.1,599
IL,101.3396,0.9,0.5,0.3,600
MB,7.9956,0.9,0.5,0.3,600
MF,10.6648,0.9,0.5,0.3,600
IL,59.4204,0.4,0.1,0.1,601
MB,52.2728,0.4,0.1,0.1,601
MF,8.3068,0.4,0.1,0.1,601
IL,9.8704,0.9,0.9,0.7000000000000001,602
MB,5.394867176947321,0.9,0.9,0.7000000000000001,602
MF,105.3368,0.9,0.9,0.7000000000000001,602
IL,3.65149599662874,0.0,1.0,0.4,603
MB,2.9982616253802696,0.0,1.0,0.4,603
MF,113.7744,0.0,1.0,0.4,603
IL,55.418,0.6000000000000001,0.9,0.5,604
MB,3.1101905550952775,0.6000000000000001,0.9,0.5,604
MF,61.5788,0.6000000000000001,0.9,0.5,604
IL,19.4556,0.1,0.30000000000000004,0.30000000000000004,605
MB,8.3432,0.1,0.30000000000000004,0.30000000000000004,605
MF,92.2012,0.1,0.30000000000000004,0.30000000000000004,605
IL,4.0284,0.4,0.7000000000000001,1.0,606
MB,3.4013490725126476,0.4,0.7000000000000001,1.0,606
MF,112.7444,0.4,0.7000000000000001,1.0,606
IL,24.634,0.6000000000000001,0.2,0.6000000000000001,607
MB,29.514,0.6000000000000001,0.2,0.6000000000000001,607
MF,65.852,0.6000000000000001,0.2,0.6000000000000001,607
IL,5.790981879477455,0.1,0.2,0.8,608
MB,41.1856,0.1,0.2,0.8,608
MF,73.3176,0.1,0.2,0.8,608
IL,104.7388,0.7000000000000001,0.4,0.2,609
MB,9.783827712312068,0.7000000000000001,0.4,0.2,609
MF,5.63,0.7000000000000001,0.4,0.2,609
IL,24.1776,0.6000000000000001,0.0,0.1,610
MB,89.3776,0.6000000000000001,0.0,0.1,610
MF,6.996092053842814,0.6000000000000001,0.0,0.1,610
IL,32.5768,0.4,0.8,0.5,611
MB,3.5728395061728393,0.4,0.8,0.5,611
MF,83.9504,0.4,0.8,0.5,611
IL,29.2876,0.30000000000000004,0.6000000000000001,0.5,612
MB,4.144417475728155,0.30000000000000004,0.6000000000000001,0.5,612
MF,86.6144,0.30000000000000004,0.6000000000000001,0.5,612
IL,3.4778387505276487,0.0,0.1,0.8,613
MB,28.8236,0.0,0.1,0.8,613
MF,87.8808,0.0,0.1,0.8,613
IL,108.3,0.8,0.30000000000000004,0.1,614
MB,4.329223181257706,0.8,0.30000000000000004,0.1,614
MF,7.89746835443038,0.8,0.30000000000000004,0.1,614
IL,11.3856,0.30000000000000004,0.2,0.4,615
MB,22.0752,0.30000000000000004,0.2,0.4,615
MF,86.5392,0.30000000000000004,0.2,0.4,615
IL,4.7752,0.1,0.6000000000000001,1.0,616
MB,5.302653399668325,0.1,0.6000000000000001,1.0,616
MF,110.1088,0.1,0.6000000000000001,1.0,616
IL,97.3384,0.9,0.9,0.5,617
MB,5.5571007163927515,0.9,0.9,0.5,617
MF,17.3868,0.9,0.9,0.5,617
IL,98.0004,0.5,0.2,0.1,618
MB,14.0596,0.5,0.2,0.1,618
MF,8.125255832992222,0.5,0.2,0.1,618
IL,108.5544,0.7000000000000001,0.1,0.0,619
MB,7.1104,0.7000000000000001,0.1,0.0,619
MF,4.469278350515464,0.7000000000000001,0.1,0.0,619
IL,4.689001264222503,0.2,0.0,0.6000000000000001,620
MB,74.1928,0.2,0.0,0.6000000000000001,620
MF,41.3564,0.2,0.0,0.6000000000000001,620
IL,11.2648,1.0,0.0,0.3,621
MB,103.4172,1.0,0.0,0.3,621
MF,5.318,1.0,0.0,0.3,621
IL,7.9696,0.8,0.8,0.9,622
MB,3.6904,0.8,0.8,0.9,622
MF,108.34,0.8,0.8,0.9,622
IL,26.9784,0.8,0.2,0.30000000000000004,623
MB,86.7284,0.8,0.2,0.30000000000000004,623
MF,6.42687908496732,0.8,0.2,0.30000000000000004,623
IL,5.238075487349647,0.1,0.0,0.4,624
MB,95.7412,0.1,0.0,0.4,624
MF,19.784919653893695,0.1,0.0,0.4,624
IL,88.0836,0.2,0.4,0.1,625
MB,6.7388,0.2,0.4,0.1,625
MF,25.1776,0.2,0.4,0.1,625
IL,111.4712,0.8,1.0,0.1,626
MB,3.428041237113402,0.8,1.0,0.1,626
MF,5.355701934952656,0.8,1.0,0.1,626
IL,14.690705128205128,0.5,0.9,0.9,627
MB,4.0264,0.5,0.9,0.9,627
MF,101.3064,0.5,0.9,0.9,627
IL,46.8764,0.1,0.7000000000000001,0.2,628
MB,3.1232041793643885,0.1,0.7000000000000001,0.2,628
MF,70.254,0.1,0.7000000000000001,0.2,628
IL,105.7884,1.0,0.5,0.1,629
MB,6.7636,1.0,0.5,0.1,629
MF,7.448,1.0,0.5,0.1,629
IL,48.2888,0.2,0.2,0.2,630
MB,34.1844,0.2,0.2,0.2,630
MF,37.5268,0.2,0.2,0.2,630
IL,97.7232,1.0,0.3,0.2,631
MB,15.0316,1.0,0.3,0.2,631
MF,7.2452,1.0,0.3,0.2,631
IL,7.2,0.6000000000000001,0.8,0.8,632
MB,4.341262975778546,0.6000000000000001,0.8,0.8,632
MF,108.7852,0.6000000000000001,0.8,0.8,632
IL,2.945558739255014,0.2,0.0,1.0,633
MB,110.186,0.2,0.0,1.0,633
MF,6.9356,0.2,0.0,1.0,633
IL,10.37900641025641,0.7000000000000001,0.1,0.6000000000000001,634
MB,86.0016,0.7000000000000001,0.1,0.6000000000000001,634
MF,23.636,0.7000000000000001,0.1,0.6000000000000001,634
IL,8.112,0.7000000000000001,0.9,0.9,635
MB,3.3645147123407995,0.7000000000000001,0.9,0.9,635
MF,108.8236,0.7000000000000001,0.9,0.9,635
IL,111.396,0.6000000000000001,1.0,0.0,636
MB,3.6402048655569783,0.6000000000000001,1.0,0.0,636
MF,5.313548915268113,0.6000000000000001,1.0,0.0,636
IL,3.026970080067425,0.0,0.7000000000000001,1.0,637
MB,4.16314935064935,0.0,0.7000000000000001,1.0,637
MF,113.0236,0.0,0.7000000000000001,1.0,637
IL,69.4136,0.4,0.7000000000000001,0.30000000000000004,638
MB,5.016253555465258,0.4,0.7000000000000001,0.30000000000000004,638
MF,45.6484,0.4,0.7000000000000001,0.30000000000000004,638
IL,3.3792,1.0,0.1,1.0,639
MB,61.4632,1.0,0.1,1.0,639
MF,55.1576,1.0,0.1,1.0,639
IL,20.7872,0.0,0.9,0.1,640
MB,3.0486875529212534,0.0,0.9,0.1,640
MF,96.3324,0.0,0.9,0.1,640
IL,8.7544,0.6000000000000001,0.4,1.0,641
MB,5.0720356131121,0.6000000000000001,0.4,1.0,641
MF,106.2324,0.6000000000000001,0.4,1.0,641
IL,76.0092,0.8,0.0,0.0,642
MB,36.622,0.8,0.0,0.0,642
MF,7.3688,0.8,0.0,0.0,642
IL,88.9668,0.5,0.4,0.2,643
MB,4.6148,0.5,0.4,0.2,643
MF,26.4184,0.5,0.4,0.2,643
IL,18.278,0.1,1.0,0.5,644
MB,3.5489638358390896,0.1,1.0,0.5,644
MF,98.2284,0.1,1.0,0.5,644
IL,112.3092,0.8,0.5,0.2,645
MB,3.2135170038743004,0.8,0.5,0.2,645
MF,4.7048,0.8,0.5,0.2,645
IL,94.62,0.5,0.1,0.0,646
MB,18.0908,0.5,0.1,0.0,646
MF,7.2892,0.5,0.1,0.0,646
IL,103.5452,0.7000000000000001,0.2,0.1,647
MB,7.8816,0.7000000000000001,0.2,0.1,647
MF,8.597272362615323,0.7000000000000001,0.2,0.1,647
IL,19.326,0.0,0.6000000000000001,0.2,648
MB,3.441530524505589,0.0,0.6000000000000001,0.2,648
MF,97.472,0.0,0.6000000000000001,0.2,648
IL,107.6412,1.0,1.0,0.2,649
MB,3.646375650780937,1.0,1.0,0.2,649
MF,8.7168,1.0,1.0,0.2,649
IL,5.90274414850686,0.30000000000000004,0.4,0.7000000000000001,650
MB,5.524271844660194,0.30000000000000004,0.4,0.7000000000000001,650
MF,108.9144,0.30000000000000004,0.4,0.7000000000000001,650
IL,10.6532,0.30000000000000004,0.1,0.5,651
MB,87.0344,0.30000000000000004,0.1,0.5,651
MF,22.3124,0.30000000000000004,0.1,0.5,651
IL,3.3778044871794872,0.0,0.2,0.9,652
MB,11.8432,0.0,0.2,0.9,652
MF,104.7844,0.0,0.2,0.9,652
IL,106.5664,0.7000000000000001,0.9,0.30000000000000004,653
MB,2.615704387990762,0.7000000000000001,0.9,0.30000000000000004,653
MF,11.428980761358984,0.7000000000000001,0.9,0.30000000000000004,653
IL,7.2768,0.7000000000000001,0.9,1.0,654
MB,3.395550061804697,0.7000000000000001,0.9,1.0,654
MF,109.4268,0.7000000000000001,0.9,1.0,654
IL,3.719150641025641,0.2,0.0,0.9,655
MB,92.6284,0.2,0.0,0.9,655
MF,23.6584,0.2,0.0,0.9,655
IL,3.4399629114510897,1.0,0.1,0.9,656
MB,82.4024,1.0,0.1,0.9,656
MF,34.6296,1.0,0.1,0.9,656
IL,91.826,0.6000000000000001,0.6000000000000001,0.4,657
MB,14.6408,0.6000000000000001,0.6000000000000001,0.4,657
MF,13.66437802907916,0.6000000000000001,0.6000000000000001,0.4,657
IL,31.22,1.0,0.9,0.6000000000000001,658
MB,3.743030303030303,1.0,0.9,0.6000000000000001,658
MF,85.0744,1.0,0.9,0.6000000000000001,658
IL,2.7387083157450403,0.0,0.7000000000000001,0.9,659
MB,2.743635551585529,0.0,0.7000000000000001,0.9,659
MF,114.9476,0.0,0.7000000000000001,0.9,659
IL,97.6316,0.8,0.9,0.3,660
MB,3.8768,0.8,0.9,0.3,660
MF,18.4916,0.8,0.9,0.3,660
IL,36.3568,0.5,0.7000000000000001,0.5,661
MB,5.929617575264443,0.5,0.7000000000000001,0.5,661
MF,77.8132,0.5,0.7000000000000001,0.5,661
IL,2.9058919803600656,0.0,0.30000000000000004,0.8,662
MB,4.520049099836334,0.0,0.30000000000000004,0.8,662
MF,112.7404,0.0,0.30000000000000004,0.8,662
IL,74.0296,0.0,0.5,0.0,663
MB,3.7933247753530166,0.0,0.5,0.0,663
MF,42.4244,0.0,0.5,0.0,663
IL,9.0436,0.5,0.2,0.7000000000000001,664
MB,31.1048,0.5,0.2,0.7000000000000001,664
MF,79.8516,0.5,0.2,0.7000000000000001,664
IL,17.4608,0.7000000000000001,0.5,0.8,665
MB,5.5252,0.7000000000000001,0.5,0.8,665
MF,97.014,0.7000000000000001,0.5,0.8,665
IL,2.8365384615384617,0.0,0.2,1.0,666
MB,11.0372,0.0,0.2,1.0,666
MF,106.1308,0.0,0.2,1.0,666
IL,7.5996,0.8,0.0,0.6000000000000001,667
MB,91.4436,0.8,0.0,0.6000000000000001,667
MF,20.9568,0.8,0.0,0.6000000000000001,667
IL,12.424,0.4,0.4,0.7000000000000001,668
MB,3.84315318976026,0.4,0.4,0.7000000000000001,668
MF,103.7928,0.4,0.4,0.7000000000000001,668
IL,5.256706562113083,0.6000000000000001,0.4,0.9,669
MB,8.815522145469322,0.6000000000000001,0.4,0.9,669
MF,106.2272,0.6000000000000001,0.4,0.9,669
IL,9.574,0.0,0.0,0.2,670
MB,54.9152,0.0,0.0,0.2,670
MF,55.5108,0.0,0.0,0.2,670
IL,5.651074589127687,0.1,0.6000000000000001,0.9,671
MB,3.36315141567501,0.1,0.6000000000000001,0.9,671
MF,111.3576,0.1,0.6000000000000001,0.9,671
IL,110.1576,1.0,0.9,0.0,672
MB,3.8368113522537564,1.0,0.9,0.0,672
MF,6.1652,1.0,0.9,0.0,672
IL,28.97,0.4,0.6000000000000001,0.5,673
MB,6.735473384802925,0.4,0.6000000000000001,0.5,673
MF,84.3996,0.4,0.6000000000000001,0.5,673
IL,5.8516,0.0,1.0,0.30000000000000004,674
MB,3.3441964285714287,0.0,1.0,0.30000000000000004,674
MF,111.152,0.0,1.0,0.30000000000000004,674
IL,12.8144,0.5,0.5,0.8,675
MB,4.572563780844835,0.5,0.5,0.8,675
MF,102.8124,0.5,0.5,0.8,675
IL,79.1056,0.2,0.30000000000000004,0.1,676
MB,6.7416,0.2,0.30000000000000004,0.1,676
MF,34.1528,0.2,0.30000000000000004,0.1,676
IL,97.832,0.2,0.8,0.0,677
MB,2.8707177814029365,0.2,0.8,0.0,677
MF,19.3524,0.2,0.8,0.0,677
IL,44.2032,0.6000000000000001,0.2,0.30000000000000004,678
MB,56.8256,0.6000000000000001,0.2,0.30000000000000004,678
MF,18.9712,0.6000000000000001,0.2,0.30000000000000004,678
IL,106.1256,0.7000000000000001,0.8,0.30000000000000004,679
MB,5.009500206526229,0.7000000000000001,0.8,0.30000000000000004,679
MF,9.059437751004015,0.7000000000000001,0.8,0.30000000000000004,679
IL,16.164,0.8,0.4,0.8,680
MB,9.8264,0.8,0.4,0.8,680
MF,94.0096,0.8,0.4,0.8,680
IL,8.398,0.2,1.0,0.8,681
MB,3.0048975957257347,0.2,1.0,0.8,681
MF,108.9024,0.2,1.0,0.8,681
IL,108.8184,0.6000000000000001,0.30000000000000004,0.1,682
MB,4.960752903484181,0.6000000000000001,0.30000000000000004,0.1,682
MF,6.2268,0.6000000000000001,0.30000000000000004,0.1,682
IL,7.888,1.0,0.2,0.8,683
MB,79.5336,1.0,0.2,0.8,683
MF,32.5784,1.0,0.2,0.8,683
IL,103.2008,0.6000000000000001,0.9,0.2,684
MB,3.7192198293376677,0.6000000000000001,0.9,0.2,684
MF,13.138,0.6000000000000001,0.9,0.2,684
IL,79.682,0.9,0.5,0.4,685
MB,31.5808,0.9,0.5,0.4,685
MF,8.7372,0.9,0.5,0.4,685
IL,12.828,0.9,0.1,0.6000000000000001,686
MB,88.6256,0.9,0.1,0.6000000000000001,686
MF,18.5464,0.9,0.1,0.6000000000000001,686
IL,52.718,0.7000000000000001,0.7000000000000001,0.6000000000000001,687
MB,4.942973523421589,0.7000000000000001,0.7000000000000001,0.6000000000000001,687
MF,62.428,0.7000000000000001,0.7000000000000001,0.6000000000000001,687
IL,3.732494758909853,0.5,0.9,1.0,688
MB,2.7958553791887124,0.5,0.9,1.0,688
MF,113.9028,0.5,0.9,1.0,688
IL,5.179372197309417,0.8,0.8,1.0,689
MB,3.3416599516518937,0.8,0.8,1.0,689
MF,112.0624,0.8,0.8,1.0,689
IL,52.9732,0.2,0.2,0.30000000000000004,690
MB,4.507408890668803,0.2,0.2,0.30000000000000004,690
MF,62.5248,0.2,0.2,0.30000000000000004,690
IL,58.2996,0.4,0.4,0.4,691
MB,13.6868,0.4,0.4,0.4,691
MF,48.0136,0.4,0.4,0.4,691
IL,4.9756,0.5,0.5,0.7000000000000001,692
MB,3.30234471410942,0.5,0.5,0.7000000000000001,692
MF,111.8132,0.5,0.5,0.7000000000000001,692
IL,7.376530181511186,0.1,0.2,0.7000000000000001,693
MB,17.4164,0.1,0.2,0.7000000000000001,693
MF,95.5936,0.1,0.2,0.7000000000000001,693
IL,83.132,0.4,0.30000000000000004,0.30000000000000004,694
MB,15.93,0.4,0.30000000000000004,0.30000000000000004,694
MF,20.938,0.4,0.30000000000000004,0.30000000000000004,694
IL,41.8356,0.7000000000000001,0.30000000000000004,0.30000000000000004,695
MB,61.244,0.7000000000000001,0.30000000000000004,0.30000000000000004,695
MF,16.9204,0.7000000000000001,0.30000000000000004,0.30000000000000004,695
IL,72.8084,0.6000000000000001,0.5,0.4,696
MB,11.994,0.6000000000000001,0.5,0.4,696
MF,35.1976,0.6000000000000001,0.5,0.4,696
IL,110.1868,0.9,0.9,0.2,697
MB,4.440991180176397,0.9,0.9,0.2,697
MF,5.62409347300564,0.9,0.9,0.2,697
IL,24.9932,0.1,0.9,0.30000000000000004,698
MB,3.3462177888611806,0.1,0.9,0.30000000000000004,698
MF,91.7864,0.1,0.9,0.30000000000000004,698
IL,47.4404,0.4,0.30000000000000004,0.4,699
MB,31.584,0.4,0.30000000000000004,0.4,699
MF,40.9756,0.4,0.30000000000000004,0.4,699
IL,109.7084,0.9,0.6000000000000001,0.1,700
MB,5.717948717948718,0.9,0.6000000000000001,0.1,700
MF,5.197390572390573,0.9,0.6000000000000001,0.1,700
IL,86.1356,0.4,0.8,0.2,701
MB,3.1362869198312238,0.4,0.8,0.2,701
MF,30.8912,0.4,0.8,0.2,701
IL,3.9179784589892295,0.0,0.4,0.7000000000000001,702
