strategy,count,delta,lambda,kappa,sim
MB,5.1260780287474335,0.1,0.5,0.6000000000000001,1214
MF,106.1692,0.1,0.5,0.6000000000000001,1214
IL,51.9044,0.8,0.6000000000000001,0.6000000000000001,1215
MB,5.6256,0.8,0.6000000000000001,0.6000000000000001,1215
MF,62.47,0.8,0.6000000000000001,0.6000000000000001,1215
IL,93.5716,0.5,0.5,0.2,1216
MB,8.5944,0.5,0.5,0.2,1216
MF,17.834,0.5,0.5,0.2,1216
IL,107.7172,0.8,0.1,0.0,1217
MB,6.683975659229209,0.8,0.1,0.0,1217
MF,5.6924,0.8,0.1,0.0,1217
IL,108.1692,0.6000000000000001,0.2,0.0,1218
MB,4.8216,0.6000000000000001,0.2,0.0,1218
MF,7.0092,0.6000000000000001,0.2,0.0,1218
IL,80.36,0.5,0.7000000000000001,0.30000000000000004,1219
MB,3.3189577717879604,0.5,0.7000000000000001,0.30000000000000004,1219
MF,36.6848,0.5,0.7000000000000001,0.30000000000000004,1219
IL,6.028255528255528,0.4,0.30000000000000004,1.0,1220
MB,7.5512,0.4,0.30000000000000004,1.0,1220
MF,106.5604,0.4,0.30000000000000004,1.0,1220
IL,7.836,0.6000000000000001,0.5,1.0,1221
MB,5.826732673267327,0.6000000000000001,0.5,1.0,1221
MF,106.5144,0.6000000000000001,0.5,1.0,1221
IL,6.2072,0.30000000000000004,0.0,0.5,1222
MB,106.864,0.30000000000000004,0.0,0.5,1222
MF,7.038602194229988,0.30000000000000004,0.0,0.5,1222
IL,65.2016,0.2,1.0,0.2,1223
MB,4.349352277475972,0.2,1.0,0.2,1223
MF,50.6352,0.2,1.0,0.2,1223
IL,7.88301282051282,0.30000000000000004,0.6000000000000001,0.7000000000000001,1224
MB,3.047658516369664,0.30000000000000004,0.6000000000000001,0.7000000000000001,1224
MF,109.188,0.30000000000000004,0.6000000000000001,0.7000000000000001,1224
IL,95.0788,0.5,0.0,0.0,1225
MB,17.5548,0.5,0.0,0.0,1225
MF,7.559934318555008,0.5,0.0,0.0,1225
IL,105.094,0.8,0.4,0.2,1226
MB,5.468250716919296,0.8,0.4,0.2,1226
MF,9.5668,0.8,0.4,0.2,1226
IL,8.099030762747576,0.1,0.2,0.6000000000000001,1227
MB,25.668,0.1,0.2,0.6000000000000001,1227
MF,86.6444,0.1,0.2,0.6000000000000001,1227
IL,43.2424,0.4,0.9,0.5,1228
MB,3.2798126064735946,0.4,0.9,0.5,1228
MF,73.6772,0.4,0.9,0.5,1228
IL,103.778,0.8,0.2,0.1,1229
MB,9.6676,0.8,0.2,0.1,1229
MF,6.5544,0.8,0.2,0.1,1229
IL,107.904,0.7000000000000001,0.5,0.2,1230
MB,5.2816,0.7000000000000001,0.5,0.2,1230
MF,6.8144,0.7000000000000001,0.5,0.2,1230
IL,79.5492,0.6000000000000001,0.1,0.1,1231
MB,31.9084,0.6000000000000001,0.1,0.1,1231
MF,8.5424,0.6000000000000001,0.1,0.1,1231
IL,92.7644,0.7000000000000001,0.0,0.0,1232
MB,22.5244,0.7000000000000001,0.0,0.0,1232
MF,4.7112,0.7000000000000001,0.0,0.0,1232
IL,3.749261291684255,0.0,0.4,0.6000000000000001,1233
MB,4.994728304947283,0.0,0.4,0.6000000000000001,1233
MF,111.5204,0.0,0.4,0.6000000000000001,1233
IL,93.0944,0.9,0.8,0.5,1234
MB,6.22629582806574,0.9,0.8,0.5,1234
MF,20.9956,0.9,0.8,0.5,1234
IL,4.030902348578492,0.0,0.0,0.8,1235
MB,79.7796,0.0,0.0,0.8,1235
MF,36.3072,0.0,0.0,0.8,1235
IL,99.1556,0.5,1.0,0.1,1236
MB,2.742363877822045,0.5,1.0,0.1,1236
MF,18.3664,0.5,1.0,0.1,1236
IL,12.21,0.1,0.1,0.4,1237
MB,8.642,0.1,0.1,0.4,1237
MF,99.148,0.1,0.1,0.4,1237
IL,55.3776,0.30000000000000004,1.0,0.4,1238
MB,3.528964059196617,0.30000000000000004,1.0,0.4,1238
MF,61.284,0.30000000000000004,1.0,0.4,1238
IL,7.4516,0.8,0.9,0.9,1239
MB,4.510146103896104,0.8,0.9,0.9,1239
MF,108.1032,0.8,0.9,0.9,1239
IL,19.6172,1.0,0.1,0.3,1240
MB,92.7948,1.0,0.1,0.3,1240
MF,7.588,1.0,0.1,0.3,1240
IL,14.4604,0.2,0.8,0.6000000000000001,1241
MB,3.002222222222222,0.2,0.8,0.6000000000000001,1241
MF,102.8376,0.2,0.8,0.6000000000000001,1241
IL,105.3376,1.0,0.4,0.1,1242
MB,8.6148,1.0,0.4,0.1,1242
MF,6.0476,1.0,0.4,0.1,1242
IL,12.2608,0.5,0.8,0.9,1243
MB,5.7305973181633485,0.5,0.8,0.9,1243
MF,102.098,0.5,0.8,0.9,1243
IL,11.4132,0.0,0.30000000000000004,0.2,1244
MB,5.4704,0.0,0.30000000000000004,0.2,1244
MF,103.1164,0.0,0.30000000000000004,0.2,1244
IL,102.7408,0.2,0.5,0.1,1245
MB,5.6408,0.2,0.5,0.1,1245
MF,11.6184,0.2,0.5,0.1,1245
IL,13.106,0.7000000000000001,0.7000000000000001,0.9,1246
MB,4.5510288065843625,0.7000000000000001,0.7000000000000001,0.9,1246
MF,102.4704,0.7000000000000001,0.7000000000000001,0.9,1246
IL,112.318,0.8,0.7000000000000001,0.2,1247
MB,3.455846279640229,0.8,0.7000000000000001,0.2,1247
MF,4.3008,0.8,0.7000000000000001,0.2,1247
IL,4.198904340497261,0.4,0.0,0.8,1248
MB,108.7336,0.4,0.0,0.8,1248
MF,7.2808,0.4,0.0,0.8,1248
IL,13.792,0.30000000000000004,0.30000000000000004,0.6000000000000001,1249
MB,9.367736692401463,0.30000000000000004,0.30000000000000004,0.6000000000000001,1249
MF,96.9864,0.30000000000000004,0.30000000000000004,0.6000000000000001,1249
IL,39.724,1.0,0.3,0.6000000000000001,1250
MB,63.206,1.0,0.3,0.6000000000000001,1250
MF,17.07,1.0,0.3,0.6000000000000001,1250
IL,6.0512,0.0,0.9,0.5,1251
MB,2.9077922077922076,0.0,0.9,0.5,1251
MF,111.262,0.0,0.9,0.5,1251
IL,82.7728,0.6000000000000001,1.0,0.4,1252
MB,4.8931328728159285,0.6000000000000001,1.0,0.4,1252
MF,32.4104,0.6000000000000001,1.0,0.4,1252
IL,6.4708,0.9,0.1,0.8,1253
MB,102.2076,0.9,0.1,0.8,1253
MF,11.832775919732441,0.9,0.1,0.8,1253
IL,5.092288242730721,0.0,0.7000000000000001,0.30000000000000004,1254
MB,3.1683893195521105,0.0,0.7000000000000001,0.30000000000000004,1254
MF,112.2236,0.0,0.7000000000000001,0.30000000000000004,1254
IL,43.7972,0.5,0.8,0.7000000000000001,1255
MB,6.527834213734255,0.5,0.8,0.7000000000000001,1255
MF,69.7768,0.5,0.8,0.7000000000000001,1255
IL,9.1144,0.8,0.0,0.4,1256
MB,104.1912,0.8,0.0,0.4,1256
MF,6.6944,0.8,0.0,0.4,1256
IL,4.3068,0.8,0.6000000000000001,1.0,1257
MB,5.6248,0.8,0.6000000000000001,1.0,1257
MF,110.0684,0.8,0.6000000000000001,1.0,1257
IL,41.264,0.7000000000000001,0.6000000000000001,0.7000000000000001,1258
MB,8.8464,0.7000000000000001,0.6000000000000001,0.7000000000000001,1258
MF,69.8896,0.7000000000000001,0.6000000000000001,0.7000000000000001,1258
IL,5.1852,0.1,0.8,0.9,1259
MB,3.2124844977263334,0.1,0.8,0.9,1259
MF,111.7064,0.1,0.8,0.9,1259
IL,65.406,0.30000000000000004,0.1,0.1,1260
MB,35.7764,0.30000000000000004,0.1,0.1,1260
MF,18.8176,0.30000000000000004,0.1,0.1,1260
IL,25.94,0.7000000000000001,0.2,0.5,1261
MB,40.1948,0.7000000000000001,0.2,0.5,1261
MF,53.8652,0.7000000000000001,0.2,0.5,1261
IL,14.0088,0.5,0.1,0.4,1262
MB,99.5824,0.5,0.1,0.4,1262
MF,6.4088,0.5,0.1,0.4,1262
IL,49.6292,0.1,1.0,0.1,1263
MB,2.761904761904762,0.1,1.0,0.1,1263
MF,67.9348,0.1,1.0,0.1,1263
IL,109.3708,0.30000000000000004,0.6000000000000001,0.1,1264
MB,4.1128,0.30000000000000004,0.6000000000000001,0.1,1264
MF,6.5164,0.30000000000000004,0.6000000000000001,0.1,1264
IL,109.1956,0.9,0.6000000000000001,0.2,1265
MB,6.538175815105242,0.9,0.6000000000000001,0.2,1265
MF,4.913770347558293,0.9,0.6000000000000001,0.2,1265
IL,105.9508,0.4,0.8,0.1,1266
MB,3.224107919930374,0.4,0.8,0.1,1266
MF,11.0856,0.4,0.8,0.1,1266
IL,7.7684,0.6000000000000001,0.0,0.5,1267
MB,99.4204,0.6000000000000001,0.0,0.5,1267
MF,12.8112,0.6000000000000001,0.0,0.5,1267
IL,5.9595632834613825,0.30000000000000004,0.30000000000000004,1.0,1268
MB,18.4168,0.30000000000000004,0.30000000000000004,1.0,1268
MF,95.688,0.30000000000000004,0.30000000000000004,1.0,1268
IL,25.3208,0.7000000000000001,0.1,0.4,1269
MB,49.7704,0.7000000000000001,0.1,0.4,1269
MF,44.9088,0.7000000000000001,0.1,0.4,1269
IL,10.8352,0.30000000000000004,0.5,1.0,1270
MB,6.42603305785124,0.30000000000000004,0.5,1.0,1270
MF,102.9444,0.30000000000000004,0.5,1.0,1270
IL,36.9768,1.0,0.4,0.6000000000000001,1271
MB,61.4756,1.0,0.4,0.6000000000000001,1271
MF,21.5476,1.0,0.4,0.6000000000000001,1271
IL,17.1812,0.5,0.2,0.5,1272
MB,83.1216,0.5,0.2,0.5,1272
MF,19.6972,0.5,0.2,0.5,1272
IL,46.0856,0.5,1.0,0.6000000000000001,1273
MB,4.187115305703734,0.5,1.0,0.6000000000000001,1273
MF,69.8328,0.5,1.0,0.6000000000000001,1273
IL,109.3008,0.9,0.9,0.1,1274
MB,5.655250112663362,0.9,0.9,0.1,1274
MF,5.6796,0.9,0.9,0.1,1274
IL,88.5248,0.30000000000000004,0.2,0.0,1275
MB,5.599275070479259,0.30000000000000004,0.2,0.0,1275
MF,25.914,0.30000000000000004,0.2,0.0,1275
IL,6.5772,0.4,1.0,0.9,1276
MB,2.976587122917605,0.4,1.0,0.9,1276
MF,110.7784,0.4,1.0,0.9,1276
IL,22.348,0.8,0.30000000000000004,0.5,1277
MB,38.4196,0.8,0.30000000000000004,0.5,1277
MF,59.2324,0.8,0.30000000000000004,0.5,1277
IL,5.5936,0.9,0.7000000000000001,1.0,1278
MB,5.110822510822511,0.9,0.7000000000000001,1.0,1278
MF,109.684,0.9,0.7000000000000001,1.0,1278
IL,54.9368,0.1,0.0,0.0,1279
MB,45.7468,0.1,0.0,0.0,1279
MF,19.3164,0.1,0.0,0.0,1279
IL,15.954,0.4,0.9,0.7000000000000001,1280
MB,3.1609442060085837,0.4,0.9,0.7000000000000001,1280
MF,101.1,0.4,0.9,0.7000000000000001,1280
IL,106.7576,1.0,0.7000000000000001,0.3,1281
MB,4.191029235082098,1.0,0.7000000000000001,0.3,1281
MF,9.0564,1.0,0.7000000000000001,0.3,1281
IL,5.9764,0.6000000000000001,0.0,0.7000000000000001,1282
MB,100.3372,0.6000000000000001,0.0,0.7000000000000001,1282
MF,13.6864,0.6000000000000001,0.0,0.7000000000000001,1282
IL,50.1304,1.0,0.5,0.5,1283
MB,16.6016,1.0,0.5,0.5,1283
MF,53.268,1.0,0.5,0.5,1283
IL,6.5372,0.2,0.6000000000000001,0.9,1284
MB,5.4532,0.2,0.6000000000000001,0.9,1284
MF,108.0096,0.2,0.6000000000000001,0.9,1284
IL,4.154941735002158,0.9,0.2,0.9,1285
MB,22.1024,0.9,0.2,0.9,1285
MF,94.0468,0.9,0.2,0.9,1285
IL,84.4748,0.8,1.0,0.5,1286
MB,3.5248,0.8,1.0,0.5,1286
MF,32.0004,0.8,1.0,0.5,1286
IL,7.3208,0.30000000000000004,0.9,0.8,1287
MB,4.853311661926046,0.30000000000000004,0.9,0.8,1287
MF,107.9016,0.30000000000000004,0.9,0.8,1287
IL,31.1808,0.1,0.5,0.2,1288
MB,4.157659488013003,0.1,0.5,0.2,1288
MF,84.7264,0.1,0.5,0.2,1288
IL,26.6304,0.2,0.4,0.5,1289
MB,5.040489245044285,0.2,0.4,0.5,1289
MF,88.5892,0.2,0.4,0.5,1289
IL,4.1968,0.5,0.0,0.9,1290
MB,105.3564,0.5,0.0,0.9,1290
MF,10.4468,0.5,0.0,0.9,1290
IL,11.58,0.1,0.8,0.7000000000000001,1291
MB,3.708128078817734,0.1,0.8,0.7000000000000001,1291
MF,104.8068,0.1,0.8,0.7000000000000001,1291
IL,3.4968710888610763,0.0,0.4,1.0,1292
MB,4.847436940602115,0.0,0.4,1.0,1292
MF,111.8812,0.0,0.4,1.0,1292
IL,21.018,0.1,0.9,0.4,1293
MB,2.902173913043478,0.1,0.9,0.4,1293
MF,96.4188,0.1,0.9,0.4,1293
IL,11.4572,0.7000000000000001,0.4,0.7000000000000001,1294
MB,7.8004,0.7000000000000001,0.4,0.7000000000000001,1294
MF,100.7424,0.7000000000000001,0.4,0.7000000000000001,1294
IL,102.7096,1.0,0.9,0.3,1295
MB,2.9233115468409587,1.0,0.9,0.3,1295
MF,14.6068,1.0,0.9,0.3,1295
IL,7.0608,0.6000000000000001,0.2,0.9,1296
MB,15.5916,0.6000000000000001,0.2,0.9,1296
MF,97.3476,0.6000000000000001,0.2,0.9,1296
IL,18.1888,0.2,0.7000000000000001,0.5,1297
MB,4.2897727272727275,0.2,0.7000000000000001,0.5,1297
MF,97.5832,0.2,0.7000000000000001,0.5,1297
IL,58.632,0.8,0.7000000000000001,0.6000000000000001,1298
MB,7.9928,0.8,0.7000000000000001,0.6000000000000001,1298
MF,53.3752,0.8,0.7000000000000001,0.6000000000000001,1298
IL,6.252423093131058,0.8,0.1,0.9,1299
MB,54.6756,0.8,0.1,0.9,1299
MF,59.3896,0.8,0.1,0.9,1299
IL,60.8156,0.2,0.30000000000000004,0.2,1300
MB,8.625501202886928,0.2,0.30000000000000004,0.2,1300
MF,50.5796,0.2,0.30000000000000004,0.2,1300
IL,7.0932,0.9,0.0,0.5,1301
MB,102.6664,0.9,0.0,0.5,1301
MF,10.285656890317396,0.9,0.0,0.5,1301
IL,111.1696,0.7000000000000001,0.8,0.0,1302
MB,3.141696750902527,0.7000000000000001,0.8,0.0,1302
MF,6.186655751125665,0.7000000000000001,0.8,0.0,1302
IL,3.680994521702486,0.0,0.8,0.8,1303
MB,3.083158336833263,0.0,0.8,0.8,1303
MF,113.5696,0.0,0.8,0.8,1303
IL,11.8344,0.30000000000000004,0.1,0.6000000000000001,1304
MB,26.3412,0.30000000000000004,0.1,0.6000000000000001,1304
MF,81.8244,0.30000000000000004,0.1,0.6000000000000001,1304
IL,12.2716,0.2,0.2,0.7000000000000001,1305
MB,17.512,0.2,0.2,0.7000000000000001,1305
MF,90.2164,0.2,0.2,0.7000000000000001,1305
IL,14.7396,0.7000000000000001,1.0,0.8,1306
MB,3.247972684592403,0.7000000000000001,1.0,0.8,1306
MF,102.2164,0.7000000000000001,1.0,0.8,1306
IL,79.6624,0.6000000000000001,0.30000000000000004,0.2,1307
MB,20.7972,0.6000000000000001,0.30000000000000004,0.2,1307
MF,19.5404,0.6000000000000001,0.30000000000000004,0.2,1307
IL,102.604,0.6000000000000001,0.9,0.1,1308
MB,3.133305298570227,0.6000000000000001,0.9,0.1,1308
MF,14.4156,0.6000000000000001,0.9,0.1,1308
IL,45.0596,0.0,1.0,0.0,1309
MB,3.1076252723311546,0.0,1.0,0.0,1309
MF,72.0876,0.0,1.0,0.0,1309
IL,9.1404,0.4,0.1,0.5,1310
MB,78.8696,0.4,0.1,0.5,1310
MF,31.99,0.4,0.1,0.5,1310
IL,9.44,0.30000000000000004,0.7000000000000001,0.7000000000000001,1311
MB,3.611540024380333,0.30000000000000004,0.7000000000000001,0.7000000000000001,1311
MF,107.0048,0.30000000000000004,0.7000000000000001,0.7000000000000001,1311
IL,8.7328,0.2,0.5,0.8,1312
MB,4.3375202593192865,0.2,0.5,0.8,1312
MF,106.9852,0.2,0.5,0.8,1312
IL,23.4312,0.30000000000000004,0.8,0.5,1313
MB,5.981308411214953,0.30000000000000004,0.8,0.5,1313
MF,90.6808,0.30000000000000004,0.8,0.5,1313
IL,36.118,0.9,0.3,0.4,1314
MB,74.5476,0.9,0.3,0.4,1314
MF,9.3344,0.9,0.3,0.4,1314
IL,105.0928,0.5,0.8,0.0,1315
MB,2.936224489795918,0.5,0.8,0.0,1315
MF,12.1448,0.5,0.8,0.0,1315
IL,5.665073848827107,1.0,0.4,0.8,1316
MB,10.7808,1.0,0.4,0.8,1316
MF,104.0028,1.0,0.4,0.8,1316
IL,6.6652,0.0,0.9,0.7000000000000001,1317
MB,5.014411529223379,0.0,0.9,0.7000000000000001,1317
MF,108.3244,0.0,0.9,0.7000000000000001,1317
IL,28.732,0.4,0.2,0.4,1318
MB,22.23,0.4,0.2,0.4,1318
MF,69.038,0.4,0.2,0.4,1318
IL,111.336,0.8,0.9,0.0,1319
MB,3.947156111335216,0.8,0.9,0.0,1319
MF,4.75,0.8,0.9,0.0,1319
IL,70.9048,0.6000000000000001,0.6000000000000001,0.30000000000000004,1320
MB,6.47516835016835,0.6000000000000001,0.6000000000000001,0.30000000000000004,1320
MF,42.9412,0.6000000000000001,0.6000000000000001,0.30000000000000004,1320
IL,10.1444,0.5,1.0,0.8,1321
MB,2.783900129143349,0.5,1.0,0.8,1321
MF,107.2688,0.5,1.0,0.8,1321
IL,3.207035175879397,1.0,0.8,1.0,1322
MB,3.9388009991673605,1.0,0.8,1.0,1322
MF,113.6628,1.0,0.8,1.0,1322
IL,19.6412,0.0,0.0,0.1,1323
MB,52.0036,0.0,0.0,0.1,1323
MF,48.3552,0.0,0.0,0.1,1323
IL,5.530973451327434,0.2,0.9,1.0,1324
MB,3.4975288303130148,0.2,0.9,1.0,1324
MF,111.3532,0.2,0.9,1.0,1324
IL,84.7956,0.7000000000000001,0.6000000000000001,0.5,1325
MB,9.2092,0.7000000000000001,0.6000000000000001,0.5,1325
MF,25.9952,0.7000000000000001,0.6000000000000001,0.5,1325
IL,8.3028,0.2,0.5,0.7000000000000001,1326
MB,5.624794745484401,0.2,0.5,0.7000000000000001,1326
MF,106.2164,0.2,0.5,0.7000000000000001,1326
IL,3.8669871794871793,0.7000000000000001,0.0,0.9,1327
MB,108.4388,0.7000000000000001,0.0,0.9,1327
MF,7.7004,0.7000000000000001,0.0,0.9,1327
IL,8.3992,0.1,1.0,0.6000000000000001,1328
MB,3.4553719008264463,0.1,1.0,0.6000000000000001,1328
MF,108.256,0.1,1.0,0.6000000000000001,1328
IL,6.923725242309313,0.6000000000000001,0.1,0.8,1329
MB,62.3668,0.6000000000000001,0.1,0.8,1329
MF,51.0612,0.6000000000000001,0.1,0.8,1329
IL,8.7196,0.8,0.2,0.8,1330
MB,59.386,0.8,0.2,0.8,1330
MF,51.8944,0.8,0.2,0.8,1330
IL,106.0132,0.9,1.0,0.4,1331
MB,5.509145044661846,0.9,1.0,0.4,1331
MF,8.806,0.9,1.0,0.4,1331
